stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ENG;20150227;43;42;-;894;9.2;-0.4;0;-2.2;0.9;90.8
ENG;20150228;89;54;-;898.4;0;-1.9;32;-6.1;0;94.1
ENG;20150301;54;47;-;893.8;11.9;1.8;12;-6.4;8.1;88.5
ENG;20150302;27;47;-;894.3;16.2;3.4;0;-0.3;7.3;79.4
ENG;20150303;155;45;-;902.5;2;1.3;337;-2.4;5;74.7
ENG;20150304;68;47;-;905.1;7.8;-0.8;4;-2.3;2.7;89
ENG;20150305;99;52;-;911.1;0.6;-2.8;58;-7.7;0;81.6
ENG;20150306;185;50;-;912.8;0;-3.4;502;-9.3;2.2;72.2
ENG;20150307;181;49;-;909.8;0;1;504;-5.5;7.1;62.9
ENG;20150308;173;48;-;904.8;0;3.3;501;-1.4;7.6;57.9
ENG;20150309;186;46;-;904.6;0;4.2;507;-0.3;9.5;59.3
ENG;20150310;175;43;-;906;0;4.5;376;-0.2;9.9;61.6
ENG;20150311;96;42;-;905.7;0;3;156;-0.9;6.9;83.5
ENG;20150312;195;40;-;904.1;0;0.7;515;-3.2;5.8;71
ENG;20150313;198;36;-;898.9;0;0.6;506;-4.9;6.1;65.8
ENG;20150314;163;33;-;899.1;0;0.4;442;-4.2;4.4;76.8
ENG;20150315;159;29;-;898.9;0;2.1;345;-4.6;8;67
ENG;20150316;115;26;-;900.1;0;7.7;168;4.8;10.1;42.3
ENG;20150317;168;18;-;902.2;0;7.5;359;2.5;13.5;56
ENG;20150318;204;14;-;904;0;7.2;494;2.1;13.8;60.7
ENG;20150319;168;9;-;903;0;6.1;296;1.5;12.2;71.7
ENG;20150320;174;4;-;901.2;0;5.3;546;0.3;10.6;73.4
ENG;20150321;30;1;-;897.1;20.5;3.7;0;0.1;6.5;90.3
ENG;20150322;106;3;-;895.9;0.4;0.6;39;-1.2;2.9;93.6
ENG;20150323;216;1;-;895.6;0;2.8;499;-3.1;9;83.5
ENG;20150324;212;0;-;889.8;0;7.4;494;0.8;12.6;52.9
ENG;20150325;71;0;-;886;9.4;5.2;0;1.2;10.1;73.6
ENG;20150326;74;0;-;891.2;5.5;1.6;8;0;3.6;96.1
ENG;20150327;108;0;-;899.9;1.5;2.2;90;0;6.3;87
ENG;20150328;206;0;-;901.9;3.2;3.8;380;-2.3;10.5;73.4
ENG;20150329;71;0;-;895.2;24.1;6.2;10;3.5;10.7;86.4
ENG;20150330;44;0;-;892.6;28.6;6.1;0;2.1;9.5;81.5
ENG;20150331;95;1;-;895.2;19.1;9.2;106;2.1;15.2;58.9
ENG;20150401;61;0;-;902.4;5.2;1.1;12;-1.4;4;70.7
ENG;20150402;21;0;-;900.5;22.3;2;0;-1.3;6.5;84.4
ENG;20150403;227;6;-;899.5;3.3;2.2;381;-4.7;7.8;87.4
ENG;20150404;53;2;-;892.7;18.3;1.8;0;-1.6;4.8;95.8
ENG;20150405;97;5;-;897.3;1.5;-1.5;76;-6.1;1;88.2
ENG;20150406;230;3;-;904.9;0;-1.8;341;-8.4;3.2;68.3
ENG;20150407;272;1;-;911;0;0.4;618;-5;6.5;67
ENG;20150408;271;0;-;909.8;0;4.1;619;-3.1;11.8;55.7
ENG;20150409;273;0;-;907.4;0;8;621;-0.1;16;55.9
ENG;20150410;247;0;-;904.4;0;10.6;598;4.3;17.4;49.8
ENG;20150411;122;0;-;906.6;0.7;7.6;71;4;12.8;71.9
ENG;20150412;266;0;-;910.1;0;9.5;619;3.3;17.5;62.7
ENG;20150413;229;0;-;911;0;10.3;464;4;16.6;62.5
ENG;20150414;265;0;-;910.1;0;9.9;623;3.8;17.5;54.2
ENG;20150415;285;0;-;903.4;0;11.8;625;4.1;20.2;38.2
ENG;20150416;156;0;-;898.9;0.4;11.8;141;6.3;18.8;51.5
ENG;20150417;61;0;-;896.9;16.4;8.7;8;6;10.9;85.2
ENG;20150418;55;0;-;899.7;1.5;3.7;0;-0.2;6.3;95.1
ENG;20150419;171;0;-;898.2;0;4.4;248;-1.8;11.1;80.6
ENG;20150420;280;0;-;903.5;0;7.3;581;1;14.2;70
ENG;20150421;298;0;-;907.5;0;8.9;638;1.9;16.9;61.3
ENG;20150422;303;0;-;904.3;0;11.1;640;3.6;19.4;47.7
ENG;20150423;282;0;-;898.3;0;9;511;2;15.3;62.6
ENG;20150424;299;0;-;897.1;0;10.9;639;3.5;18.5;56.8
ENG;20150425;125;0;-;895.6;2.1;10.8;3;5.8;14.9;65.2
ENG;20150426;267;0;-;891.7;0;11.3;523;5.4;17.5;72.9
ENG;20150427;179;0;-;885.3;16.8;10.9;211;5.4;17.5;76.8
ENG;20150428;50;0;-;897;2;3.6;0;-0.6;9.1;94.5
ENG;20150429;280;0;-;898.5;5.2;5.2;550;-1.8;12.8;76
ENG;20150430;267;0;-;897.6;6;8.4;415;4.4;14.1;70.3
ENG;20150501;48;0;-;890.9;52.7;8.3;0;5.9;12.9;93.4
ENG;20150502;162;0;-;894;28;10.3;101;7.4;14.7;88.1
ENG;20150503;93;0;-;893.5;20.3;12.5;2;9.6;16.4;88.2
ENG;20150504;172;0;-;894.7;0.1;14;171;10.3;19.6;80.7
ENG;20150505;149;0;-;893.5;9.7;16.5;127;9.9;20.9;61.3
ENG;20150506;200;0;-;899.3;9.2;9.9;205;6.8;14.6;85.4
ENG;20150507;286;0;-;901.2;0;10.4;501;6.7;16.5;77.6
ENG;20150508;219;0;-;899.1;7.7;11.5;354;5.4;19.9;77.6
ENG;20150509;189;0;-;904.7;0.1;11.7;234;7.4;16.2;81.7
ENG;20150510;320;0;-;908.5;0;11.7;654;5.3;18.8;68.4
ENG;20150511;298;0;-;906.8;0;14.9;657;7;22.8;54.4
ENG;20150512;305;0;-;904.9;0;17.7;655;9.8;25.1;50
ENG;20150513;270;0;-;901;1.2;17.9;453;12;24;58
ENG;20150514;277;0;-;895.2;6.5;15.8;485;9.5;20.1;60.2
ENG;20150515;34;0;-;895.9;39.9;2.5;0;0;9.2;96.8
ENG;20150516;267;0;-;905.3;0;8.2;390;1.1;16.3;83.3
ENG;20150517;233;0;-;905.5;0;11.3;260;7.8;16;77.7
ENG;20150518;326;0;-;896.2;3.7;13.3;597;5.1;19.9;75.4
ENG;20150519;58;0;-;893.9;15.5;9.3;0;5.8;12.1;94.1
ENG;20150520;55;0;-;897.3;21.8;3.7;0;0;6.5;94.1
ENG;20150521;61;8;-;903.6;14.4;1.3;0;-0.1;2.8;96.5
ENG;20150522;56;0;-;903.8;0.7;4.5;0;2.1;7.1;93.7
ENG;20150523;79;0;-;899.8;0.2;6.5;1;3.9;8.9;86
ENG;20150524;190;0;-;899.3;0;9.5;189;4;15.3;78.2
ENG;20150525;95;0;-;898.1;18.7;9.5;31;5.9;15.2;84.5
ENG;20150526;114;0;-;899.5;10.8;7.3;28;5.6;11.3;88.4
ENG;20150527;356;0;-;903.3;0;8;601;3.2;14.6;74.8
ENG;20150528;353;0;-;900.4;0;10.7;684;1.3;18.8;61.7
ENG;20150529;286;0;-;896.7;0.4;13.7;428;5.5;21;58.4
ENG;20150530;144;0;-;899.2;0;12;104;7.7;15.3;79.5
ENG;20150531;251;0;-;899.9;0;13.2;335;7.7;18.6;74.7
ENG;20150601;232;0;-;900.8;1.7;14.5;395;9.7;20.4;76
ENG;20150602;311;0;-;903;0;15.8;421;9.6;22.8;74.6
ENG;20150603;318;0;-;906.5;0;17.6;558;10.1;25.3;66.3
ENG;20150604;312;0;-;907.1;0;18.2;600;11.1;25.4;71.8
ENG;20150605;330;0;-;905.1;0;20.4;675;12.9;27.8;65.6
ENG;20150606;321;0;-;907.2;16.4;20;564;12.6;27.7;65.8
ENG;20150607;332;0;-;907.2;15.2;17.5;592;11.7;24.6;76.7
ENG;20150608;182;0;-;903.7;3.3;14.8;178;11.2;20.4;87.5
ENG;20150609;51;0;-;902.1;0.3;10.7;0;10.2;11.4;99.5
ENG;20150610;182;0;-;902.9;0.5;12.2;191;9.5;15.6;93.7
ENG;20150611;293;0;-;900.9;24.8;14.7;541;8.9;23.2;79.9
ENG;20150612;210;0;-;897;0;17.4;350;10.2;23.5;58.5
ENG;20150613;289;0;-;896.6;0.6;17.6;424;13.7;23.1;70.7
ENG;20150614;132;0;-;894.7;17.3;14.8;120;11.7;19.9;88
ENG;20150615;89;0;-;898.4;10.8;12.7;0;11.4;14.7;95.7
ENG;20150616;67;0;-;900.9;3.7;12.5;0;11.3;13.9;95.2
ENG;20150617;272;0;-;903.5;0;13;341;9.2;18.1;78
ENG;20150618;121;0;-;902.1;28.1;12.3;148;8.1;16.9;88.1
ENG;20150619;177;0;-;900.6;1.1;12.3;189;9.8;15.6;81.6
ENG;20150620;73;0;-;902.2;8;9.3;21;8.3;11;90.8
ENG;20150621;95;0;-;902.3;5.3;10.8;42;7.9;16.4;87.5
ENG;20150622;263;0;-;897.2;29.8;14.8;444;7.9;21.4;70.5
ENG;20150623;95;0;-;898;7.7;9.8;13;8.1;11.8;90
ENG;20150624;365;0;-;903.4;0;12.4;726;6.5;19;73.7
ENG;20150625;279;0;-;905.5;0;14.3;492;7.5;20.2;71.7
ENG;20150626;341;0;-;904.8;0;15.9;633;8.8;23.4;67.7
ENG;20150627;176;0;-;903.1;1.6;16.4;199;11.4;22.5;75
ENG;20150628;362;0;-;904.4;0;17;726;11.5;22.9;72
ENG;20150629;262;0;-;905.6;0;17.7;422;11.6;23.2;68.1
ENG;20150630;355;0;-;904.2;0;19.3;756;11.4;27;62.4
ENG;20150701;311;0;-;904.2;0;21.3;593;14.4;28.9;64.7
ENG;20150702;335;0;-;906.5;0;23.4;714;16.1;30.3;61.5
ENG;20150703;306;0;-;908.7;0;23.6;665;17.3;30.2;57.2
ENG;20150704;334;0;-;907.3;0;24.1;752;16.8;31.4;53.4
ENG;20150705;323;0;-;903.9;3.1;23.8;655;17.8;33.1;54.6
ENG;20150706;290;0;-;905.1;0;21.6;579;17;26.3;76.7
ENG;20150707;299;0;-;899.8;1.7;23.5;526;16.4;31.4;57.6
ENG;20150708;81;0;-;899.6;2.4;16.3;6;12.4;20.3;81.9
ENG;20150709;243;0;-;903.4;0;14.8;274;9.9;19.2;61.6
ENG;20150710;353;0;-;903.8;0;15.5;729;7.2;23.9;67.3
ENG;20150711;305;0;-;902.9;0;20.5;511;11.5;29.1;53.3
ENG;20150712;259;0;-;903.3;0.4;19.3;442;11.8;25;59.1
ENG;20150713;167;0;-;903.5;0.1;17.7;138;14.1;22.1;71.2
ENG;20150714;313;0;-;903.8;0;19.7;548;13.3;26.6;66.4
ENG;20150715;305;0;-;903.7;0;20.1;605;12.3;27;66.9
ENG;20150716;280;0;-;902.9;0;22;554;15.4;29.1;61.5
ENG;20150717;171;0;-;903.7;4.3;20.9;317;16;29.5;56.5
ENG;20150718;145;0;-;903.4;1.9;19.9;166;15.4;25.1;68
ENG;20150719;203;0;-;900;33.3;19.3;327;13.7;27.5;73
ENG;20150720;272;0;-;901.1;0;19.7;438;14;25.3;78.1
ENG;20150721;326;0;-;901.7;0;21.6;680;15.4;28.6;70.3
ENG;20150722;224;0;-;900.7;0;21.2;382;15.5;28.4;68.4
ENG;20150723;144;0;-;900.6;0;17.4;22;14.2;20.1;82.6
ENG;20150724;243;0;-;896.4;13.7;18.1;428;12.8;26;79.3
ENG;20150725;108;0;-;897.8;0;15.3;138;12.4;19.7;71.7
ENG;20150726;194;0;-;897.5;17.2;13.5;322;8.9;18;78.4
ENG;20150727;125;0;-;894.5;0;15.3;86;12.4;19.3;79.4
ENG;20150728;180;0;-;895.9;1.9;14.2;112;10.4;18.4;77.6
ENG;20150729;106;0;-;896.3;9.1;12.7;17;9;18.3;92.3
ENG;20150730;80;0;-;899.5;0;10.7;0;8.5;12.9;87.7
ENG;20150731;281;0;-;898.4;2.7;13.2;529;5.8;19.3;78.4
ENG;20150801;108;0;-;899.2;6.1;14;88;12.6;18.5;91
ENG;20150802;278;0;-;902.3;0.1;15.9;392;11.9;22;84.4
ENG;20150803;312;0;-;902.3;0;19;632;11.5;26.6;72.8
ENG;20150804;160;0;-;901.9;4.8;18;174;13.6;23.5;79.6
ENG;20150805;295;0;-;901.9;0;19;585;11.5;25.4;77.9
ENG;20150806;289;0;-;902.5;0;22;554;15.4;29.1;62.8
ENG;20150807;261;0;-;902.2;20.1;22.7;542;15.2;30.6;56.5
ENG;20150808;290;0;-;904.1;0;21.3;604;13.9;28.8;69.1
ENG;20150809;115;0;-;901.7;9.7;18.7;95;16.3;23.9;89.4
ENG;20150810;213;0;-;900.3;0.6;18.4;309;15.8;22.6;87.7
ENG;20150811;267;0;-;901.2;1.6;19;445;14.4;25.3;84.6
ENG;20150812;277;0;-;903.7;0;20;535;14.2;27.4;76.1
ENG;20150813;234;0;-;899.6;2.7;20.8;477;14.4;27.8;62.9
ENG;20150814;110;0;-;896.6;10.6;15.9;92;13.4;19;93
ENG;20150815;42;0;-;896.3;21.9;12.3;0;10.5;13.7;97.2
ENG;20150816;55;0;-;896.4;11.6;11.4;0;10.3;12.9;98.2
ENG;20150817;72;0;-;897.2;1.8;11.3;0;9.8;13.7;91.4
ENG;20150818;85;0;-;898.7;23.8;11.2;12;9;13.9;91.3
ENG;20150819;51;0;-;902.4;11.6;10;0;9.1;10.8;96.8
ENG;20150820;215;0;-;905.8;0;12.4;360;8.1;18.3;83.6
ENG;20150821;244;0;-;905.8;0;13.2;508;7.4;19.5;77
ENG;20150822;237;0;-;901;0;14.5;456;9;20.8;78.1
ENG;20150823;162;0;-;894.4;0;15.5;232;10.2;22.7;78.6
ENG;20150824;174;0;-;893.6;8.5;14.3;217;11;21.3;86.8
ENG;20150825;271;0;-;901.9;0;12.7;495;8.7;17.9;84.8
ENG;20150826;275;0;-;901.9;0;14.9;632;7.2;22.4;71.1
ENG;20150827;248;0;-;899.9;0;18.3;569;11.1;26.3;66.1
ENG;20150828;254;0;-;903.7;0;19.4;613;12.2;26.3;65.6
ENG;20150829;255;0;-;905.8;0;20.3;624;14.5;26.6;69.3
ENG;20150830;256;0;-;904.9;0;20.5;622;14;28;61.4
ENG;20150831;257;0;-;901.3;0;19.5;622;12.3;27;53.2
ENG;20150901;71;0;-;898.8;30.5;15.4;33;11.7;20.5;84.2
ENG;20150902;102;0;-;899.3;2.4;12.1;67;10.3;15.2;93.1
ENG;20150903;21;0;-;898.4;7.2;10.7;0;9.5;12.2;94.7
ENG;20150904;197;0;-;898.9;4.6;11.8;320;8.3;17;80.4
ENG;20150905;21;0;-;900.7;3.3;7.7;0;6.4;9;92.9
ENG;20150906;85;0;-;905;0;8;33;6.4;11.5;87.4
ENG;20150907;217;0;-;906.2;0;8.7;362;5.2;14.5;78.5
ENG;20150908;192;0;-;903.7;0;8.7;376;3;15.8;82.9
ENG;20150909;165;0;-;901;0;10.5;273;6.8;16.4;84.7
ENG;20150910;79;0;-;899.5;17.5;8.8;73;5.6;11.6;93.1
ENG;20150911;118;0;-;899.9;0;10.8;171;5.8;17.8;84.1
ENG;20150912;220;0;-;900.2;0;14;515;6.8;22.6;66
ENG;20150913;110;0;-;894.3;8.3;15.3;102;10.3;22;67.6
ENG;20150914;131;0;-;892.5;1.1;12.4;222;10.2;16.8;89.5
ENG;20150915;70;0;-;893.1;0;11.1;2;8.9;18.5;86.4
ENG;20150916;143;0;-;886.4;0;20.5;320;14.4;23.5;40
ENG;20150917;31;0;-;892.2;10.2;11;21;6.7;21.7;89.4
ENG;20150918;55;0;-;901.3;3.5;9.2;1;6.5;11.1;93.1
ENG;20150919;77;0;-;904.5;13.1;9.4;6;7;12.6;89.4
ENG;20150920;195;0;-;904.8;0;9.3;313;5.2;14.9;85.4
ENG;20150921;206;0;-;898.6;0;8.7;522;3.4;14.8;83.7
ENG;20150922;99;0;-;891.7;11.6;10;139;6.4;13.9;83.9
ENG;20150923;36;0;-;895.8;8.3;5.9;0;4.7;7.6;93.6
ENG;20150924;216;0;-;902.1;0;7.3;490;2.8;12.9;83.5
ENG;20150925;198;0;-;903.1;0;8.9;503;2.6;14.5;79.5
ENG;20150926;157;0;-;903;0;8.7;345;3.4;13.7;85.7
ENG;20150927;83;0;-;906.1;0;9.1;50;7.7;11.5;87.9
ENG;20150928;71;0;-;908.4;0;6.7;27;4.6;8.2;90.5
ENG;20150929;74;0;-;906.6;0;5.6;36;1.8;8.2;88.3
ENG;20150930;67;0;-;906.2;0;4.9;11;2;7.1;94.6
ENG;20151001;177;0;-;903.8;0;5.9;440;3;11.9;85.1
ENG;20151002;176;0;-;901.3;0.1;8.9;414;3.5;15.2;83.2
ENG;20151003;127;0;-;899.2;3;11.2;266;6.2;15.5;76.7
ENG;20151004;150;0;-;900.2;4.3;8.8;354;6;13.1;85.6
ENG;20151005;152;0;-;897.4;0.7;12.2;404;7.6;17.8;79
ENG;20151006;68;0;-;893.3;11.2;11.8;105;8.7;17.7;89.8
ENG;20151007;38;0;-;897.9;3.8;9.2;0;7.4;10.7;96.6
ENG;20151008;68;0;-;901.2;0;8;0;6.8;9.8;91.4
ENG;20151009;123;0;-;900.1;0;8;288;3.6;12.6;87.9
ENG;20151010;68;0;-;895.7;0.1;6.7;26;3.5;10.1;95.5
ENG;20151011;154;0;-;893.2;0;8.3;298;6.4;12.7;85.3
ENG;20151012;134;0;-;895.6;0.2;7.9;313;3.9;13.1;83.3
ENG;20151013;31;0;-;895.2;17.2;7;7;1.9;9.7;91.2
ENG;20151014;50;2;-;894.5;2.1;2.9;0;1.8;4.4;93
ENG;20151015;29;0;-;893.4;7.6;1.1;0;-0.1;2.2;98.7
ENG;20151016;87;0;-;897.4;0.3;1.7;47;0;4.3;94.5
ENG;20151017;64;0;-;897.7;0;2.7;5;1.1;4.7;89.8
ENG;20151018;35;0;-;897.8;9.2;3.7;13;1.1;6;93.7
ENG;20151019;29;0;-;899.4;0.3;3.6;0;3;4.3;98
ENG;20151020;71;0;-;900.8;0;2.5;72;-0.4;5.8;90.2
ENG;20151021;135;0;-;900.2;0;1.9;360;-1.8;6.9;87.1
ENG;20151022;98;0;-;900.8;0;3.9;233;-1.3;8.3;83.6
ENG;20151023;136;0;-;903.7;0;5.3;438;0.8;10.7;89.2
ENG;20151024;117;0;-;902.3;0;8.8;371;1.3;16.1;66
ENG;20151025;71;0;-;905.1;0;8.1;130;3.9;12.6;75.6
ENG;20151026;130;0;-;900.5;0;7.3;430;3.2;14.3;76.2
ENG;20151027;130;0;-;898.1;0;7.9;426;2.6;13.8;58.4
ENG;20151028;112;0;-;894.7;11.8;9.9;321;6.2;16;68.6
ENG;20151029;55;0;-;900.5;0.3;6.4;0;4;8.2;92.5
ENG;20151030;120;0;-;904.9;0;6.4;416;2.5;13.1;87.9
ENG;20151031;121;0;-;906.9;0;7.2;410;2.9;13.3;73.8
ENG;20151101;120;0;-;909.7;0;8.5;404;3.7;15.3;51.5
ENG;20151102;119;0;-;907.4;0;8.1;400;2.6;17.7;45.8
ENG;20151103;64;0;-;903;0;13.9;64;6.3;20.5;34.3
ENG;20151104;108;0;-;904.2;0;8.2;386;4.1;13.7;68.4
ENG;20151105;105;0;-;904.2;0;7.6;385;3.7;13.2;74.7
ENG;20151106;87;0;-;907.7;0;9.4;280;5.4;15;70.6
ENG;20151107;99;0;-;910.3;0;10.3;352;5.4;16.7;62.6
ENG;20151108;96;0;-;910.9;0;11.3;359;7.1;17.7;64.1
ENG;20151109;49;0;-;911.5;0;10.5;103;6.9;14.8;63
ENG;20151110;93;0;-;910;0;8.6;345;5;15.1;71.6
ENG;20151111;91;0;-;908.1;0;6.9;337;3.4;11.9;72.5
ENG;20151112;90;0;-;907.8;0;6.9;333;3.3;11.4;58.3
ENG;20151113;86;0;-;908.9;0;7.2;330;3.8;12.4;59.9
ENG;20151114;71;0;-;910;0;6.1;226;3;9.2;81.8
ENG;20151115;22;0;-;905.2;0;11;0;5.4;15.3;62.1
ENG;20151116;63;0;-;902.7;0;9.1;230;3.9;15.4;65.7
ENG;20151117;56;0;-;902;0.1;8.1;125;2.7;14.5;62.9
ENG;20151118;73;0;-;904.8;0;9.2;269;3.7;14.7;74.1
ENG;20151119;54;0;-;904.4;4.9;9.3;194;2.9;16.1;57.4
ENG;20151120;6;0;-;892.9;68.2;9.7;0;2.4;14.6;78.9
ENG;20151121;46;2;-;881.8;7.1;-0.8;64;-3.7;1.9;92.5
ENG;20151122;27;17;-;888.4;3.4;-2.6;0;-5.5;-1.6;91.7
ENG;20151123;65;-;-;900;0;-6.8;225;-9.7;-3.7;84.7
ENG;20151124;65;-;-;900.2;2.2;-6.1;208;-11.4;0.2;83.2
ENG;20151125;21;-;-;890.2;25.7;-0.9;0;-2.5;0.5;97.1
ENG;20151126;19;-;-;893.7;7.1;-1.4;0;-2;-0.6;95.4
ENG;20151127;85;-;-;895.9;0;-4.4;182;-9.8;-2;86.6
ENG;20151128;22;-;-;898.3;3.7;-2.9;0;-10.2;0.1;93.1
ENG;20151129;18;-;-;904.7;2.3;1.7;0;-3.1;8.7;82
ENG;20151130;44;-;-;908.2;0;4;72;-1;9.2;66.7
ENG;20151201;21;-;-;910.5;0;2.4;0;-1.3;4.6;77.7
ENG;20151202;48;25;-;909.3;0;2.1;173;-1.7;6.1;67.8
ENG;20151203;46;23;-;909.2;0;3.2;162;0.1;7.6;53
ENG;20151204;37;23;-;912.2;0.1;3.7;0;-0.5;7.2;63
ENG;20151205;43;20;-;911.6;0;2.6;154;-0.2;5.6;81.8
ENG;20151206;42;20;-;911.1;0;2.9;154;-0.1;5.6;75
ENG;20151207;41;20;-;912.5;0;3;152;0.6;7.6;73.1
ENG;20151208;40;19;-;911.9;0.7;2.8;151;-0.1;5.7;72.4
ENG;20151209;12;18;-;915.2;5.5;2.3;0;-1.2;5.3;90.5
ENG;20151210;41;16;-;913.3;0;-1;151;-5;4;70.1
ENG;20151211;45;16;-;910.2;0;0.6;142;-3.4;4.9;55.1
ENG;20151212;41;15;-;906.5;0;-0.9;145;-3.8;2.6;67.5
ENG;20151213;37;16;-;902.6;0;0.1;143;-3.2;3.7;57.3
ENG;20151214;37;16;-;903;0;0.9;142;-1.9;4.9;64
ENG;20151215;39;16;-;906.2;2.1;2.4;2;-1.2;6.1;64.8
ENG;20151216;26;15;-;909.7;4.6;4.7;0;2;8.9;90
ENG;20151217;38;13;-;908.8;0;4.4;140;1.6;7.1;85.1
ENG;20151218;30;13;-;907.3;0;6.2;1;1.6;9.7;66.4
ENG;20151219;36;10;-;905.6;0;6;138;2.4;8.9;68.8
ENG;20151220;35;9;-;904.9;0;6.3;139;3.4;9.9;60.4
ENG;20151221;20;7;-;909.5;0.8;4.1;0;0.9;6.2;86.5
ENG;20151222;39;4;-;911;0;3.6;139;-0.2;7;69.8
ENG;20151223;37;3;-;910.3;0;3;138;0.1;6.8;69.7
ENG;20151224;45;3;-;908.3;0;3.3;134;0.1;7.1;69.8
ENG;20151225;38;1;-;912.4;0;3.7;139;1.1;7.7;62.2
ENG;20151226;37;0;-;911.7;0;3.8;139;0.8;7.5;56.1
ENG;20151227;38;0;-;911.6;0;4.6;140;1.6;8.9;48.6
ENG;20151228;38;0;-;908.5;0;6;140;2.9;10.5;40.5
ENG;20151229;37;0;-;908.1;0;2.8;142;-1.4;6.6;55.4
ENG;20151230;38;0;-;905;0;0.3;143;-2.1;4;75.2
ENG;20151231;21;0;-;904.3;4;2.7;0;-1.8;5.3;66.3
ENG;20160101;40;0;-;902.9;0.1;0.6;145;-2.6;2.9;95.9
ENG;20160102;21;0;-;894.8;6.2;0.9;10;-2.9;5.5;89.5
ENG;20160103;42;0;-;888;4.4;0.3;123;-1;1.7;91.6
ENG;20160104;21;0;-;878.2;3.2;1.1;0;-1.2;4.9;88.9
ENG;20160105;39;5;-;879.9;3.2;-0.8;98;-4.4;1.1;89.6
ENG;20160106;35;10;-;882.7;2.1;-1.7;3;-5.2;1.6;84.8
ENG;20160107;13;14;-;882.8;11.3;0.2;0;-4.9;7.1;87.8
ENG;20160108;20;6;-;887.4;10.7;1.7;0;0.6;2.7;94
ENG;20160109;14;4;-;886.2;8.8;2.8;0;-0.2;5.2;96
ENG;20160110;23;2;-;882.6;0.1;1.8;0;-0.9;3.1;92.2
ENG;20160111;13;0;-;878.2;8.3;3.2;0;1.3;6.8;80.5
ENG;20160112;18;0;-;885.9;3.2;2.3;0;0;4.3;65.2
ENG;20160113;19;4;-;897.8;1.1;-1.5;0;-6.6;1.2;68.8
ENG;20160114;34;5;-;892.1;4.6;-3.5;0;-8.5;0.5;67.2
ENG;20160115;56;12;-;894.1;3.9;-1.9;98;-4.9;0.6;53.7
ENG;20160116;24;18;-;899.7;6.7;-4.3;0;-5.2;-3.3;89.7
ENG;20160117;24;28;-;900.7;5.1;-6.1;0;-13.1;-3.9;85.3
ENG;20160118;60;34;-;894.7;0;-11;200;-15.9;-7.4;73.9
ENG;20160119;32;27;-;893.1;0.2;-4;0;-9.3;-1.2;84.9
ENG;20160120;34;25;-;896.1;1.9;-1.4;0;-2.5;0.2;96.9
ENG;20160121;74;26;-;901.3;0;-4.9;217;-9.9;-0.6;90.6
ENG;20160122;73;24;-;905.9;0.1;-4.6;250;-10.3;1.6;74.6
ENG;20160123;41;22;-;912.3;1.7;0.3;39;-4.5;3.3;85.7
ENG;20160124;51;18;-;913.1;0;2.1;19;-4.2;7.2;59.8
ENG;20160125;75;18;-;910.5;0;4.8;273;1.2;8.3;71.6
ENG;20160126;70;15;-;909.8;0;5.5;220;2.1;9.2;64.7
ENG;20160127;55;14;-;906.2;0;6;6;2;10.6;60.3
ENG;20160128;54;12;-;906.3;0;4.9;0;1;8;63.4
ENG;20160129;79;11;-;909.9;0.2;3.5;221;-0.9;7.5;83
ENG;20160130;87;10;-;902;11;3.2;275;-2.6;8.3;68.9
ENG;20160131;9;8;-;898.4;17.8;4.8;0;2.4;9.3;93.6
ENG;20160201;99;0;-;907.1;0;7.1;337;0.8;12.1;73.6
ENG;20160202;87;0;-;904.3;0;4;265;0;8.2;82.1
ENG;20160203;16;0;-;901.4;18.6;0.2;0;-2.8;3.9;89
ENG;20160204;40;25;-;907.5;18.2;-1.1;0;-3.5;0.9;89.6
ENG;20160205;75;26;-;906.8;0.3;1.3;154;-1.3;5.1;93.4
ENG;20160206;106;20;-;898.4;0;4.4;382;-1.4;10.1;59.8
ENG;20160207;50;5;-;890.2;3.2;5.2;22;0;10.9;63.6
ENG;20160208;76;2;-;891.3;0.6;4.7;168;-2;11.7;65.2
ENG;20160209;46;0;-;883.7;6.5;6.3;16;-1.4;11;56
ENG;20160210;50;6;-;883.7;0.9;-1.4;0;-4.1;0.5;66.1
ENG;20160211;126;6;-;888.2;1.2;-2.2;394;-5.6;0.8;66.8
ENG;20160212;63;8;-;880.6;3.8;-1.8;98;-6.4;1.6;85.2
ENG;20160213;71;10;-;875.3;6.9;2.1;143;-0.3;8.1;83.2
ENG;20160214;69;7;-;874.9;3.7;1.5;133;-0.4;5.1;85.9
ENG;20160215;32;10;-;890.5;7.5;-0.9;0;-2.4;0.4;96.6
ENG;20160216;28;18;-;903.7;0.5;-1.9;0;-2.5;-1.3;97.3
ENG;20160217;72;17;-;896.7;0;-2.1;0;-3.5;-0.4;86.7
ENG;20160218;110;14;-;895.4;1.9;-1.5;208;-5.8;1.6;85.6
ENG;20160219;34;16;-;900.8;3.4;-2.1;0;-4.9;-0.5;91.3
ENG;20160220;29;21;-;904.1;17.5;-0.7;0;-9.1;5;88.9
ENG;20160221;112;9;-;903.2;0;6.7;270;2.5;11.9;73.1
