stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ENG;19131111;-;-;-;-;0;7.8;-;-;-;-
ENG;19131112;-;-;-;-;8.8;7.7;-;-;-;-
ENG;19131113;-;-;-;-;17;4.7;-;-;-;-
ENG;19131114;-;-;-;-;3.2;4.6;-;-;-;-
ENG;19131115;-;-;-;-;3;4.4;-;-;-;-
ENG;19131116;-;-;-;-;18.4;4.1;-;-;-;-
ENG;19131117;-;-;-;-;2.4;4.6;-;-;-;-
ENG;19131118;-;-;-;-;0;5;-;-;-;-
ENG;19131119;-;-;-;-;0.8;5.2;-;-;-;-
ENG;19131120;-;-;-;-;0;2.6;-;-;-;-
ENG;19131121;-;-;-;-;0;3.1;-;-;-;-
ENG;19131122;-;-;-;-;0;3.3;-;-;-;-
ENG;19131123;-;-;-;-;0.6;1.5;-;-;-;-
ENG;19131124;-;-;-;-;13.4;1.8;-;-;-;-
ENG;19131125;-;-;-;-;1.8;0.7;-;-;-;-
ENG;19131126;-;-;-;-;0;-0.3;-;-;-;-
ENG;19131127;-;-;-;-;14.6;0.5;-;-;-;-
ENG;19131128;-;-;-;-;12.4;2.6;-;-;-;-
ENG;19131129;-;-;-;-;0;2.3;-;-;-;-
ENG;19131130;-;-;-;-;0;1.5;-;-;-;-
ENG;19131201;-;-;-;-;0;2.3;-;-;-;-
ENG;19131202;-;-;-;-;0;1.3;-;-;-;-
ENG;19131203;-;-;-;-;0;2.8;-;-;-;-
ENG;19131204;-;-;-;-;3.5;1.2;-;-;-;-
ENG;19131205;-;-;-;-;6.8;0.2;-;-;-;-
ENG;19131206;-;-;-;-;32.9;1.1;-;-;-;-
ENG;19131207;-;-;-;-;7.4;-0.8;-;-;-;-
ENG;19131208;-;-;-;-;0;-5;-;-;-;-
ENG;19131209;-;-;-;-;0;-2.3;-;-;-;-
ENG;19131210;-;-;-;-;23.9;1.5;-;-;-;-
ENG;19131211;-;-;-;-;1.1;1.1;-;-;-;-
ENG;19131212;-;-;-;-;0;0.5;-;-;-;-
ENG;19131213;-;-;-;-;4.4;0;-;-;-;-
ENG;19131214;-;-;-;-;1.4;-1;-;-;-;-
ENG;19131215;-;-;-;-;0.6;0.1;-;-;-;-
ENG;19131216;-;-;-;-;0;-0.7;-;-;-;-
ENG;19131217;-;-;-;-;11.2;-2.1;-;-;-;-
ENG;19131218;-;-;-;-;2.1;-1.5;-;-;-;-
ENG;19131219;-;-;-;-;0;-5.9;-;-;-;-
ENG;19131220;-;-;-;-;0;-7.1;-;-;-;-
ENG;19131221;-;-;-;-;0;-5.3;-;-;-;-
ENG;19131222;-;-;-;-;0;-4.7;-;-;-;-
ENG;19131223;-;-;-;-;0;-4.2;-;-;-;-
ENG;19131224;-;-;-;-;6.5;-2.9;-;-;-;-
ENG;19131225;-;-;-;-;1;-6;-;-;-;-
ENG;19131226;-;-;-;-;0;-6;-;-;-;-
ENG;19131227;-;-;-;-;0;4;-;-;-;-
ENG;19131228;-;-;-;-;5.6;1.1;-;-;-;-
ENG;19131229;-;-;-;-;13.4;-4.6;-;-;-;-
ENG;19131230;-;-;-;-;8.9;-6.8;-;-;-;-
ENG;19131231;-;-;-;-;2.8;-8.1;-;-;-;-
ENG;19140101;-;-;-;-;0.2;-11.1;-;-;-;-
ENG;19140102;-;-;-;-;1.5;-12.4;-;-;-;-
ENG;19140103;-;-;-;-;0.1;-5.1;-;-;-;-
ENG;19140104;-;-;-;-;0;-6.2;-;-;-;-
ENG;19140105;-;-;-;-;0;-8.3;-;-;-;-
ENG;19140106;-;-;-;-;17.9;-3;-;-;-;-
ENG;19140107;-;-;-;-;8.1;-5.5;-;-;-;-
ENG;19140108;-;-;-;-;0;-5.7;-;-;-;-
ENG;19140109;-;-;-;-;83.1;1;-;-;-;-
ENG;19140110;-;-;-;-;22.9;2.6;-;-;-;-
ENG;19140111;-;-;-;-;28.2;-2.1;-;-;-;-
ENG;19140112;-;-;-;-;6.8;-12.3;-;-;-;-
ENG;19140113;-;-;-;-;0;-13;-;-;-;-
ENG;19140114;-;-;-;-;0;-13.8;-;-;-;-
ENG;19140115;-;-;-;-;0;-10.9;-;-;-;-
ENG;19140116;-;-;-;-;0;-13.4;-;-;-;-
ENG;19140117;-;-;-;-;0;-13.8;-;-;-;-
ENG;19140118;-;-;-;-;0;-10.9;-;-;-;-
ENG;19140119;-;-;-;-;0;-12.6;-;-;-;-
ENG;19140120;-;-;-;-;0;-9.1;-;-;-;-
ENG;19140121;-;-;-;-;0;-7.5;-;-;-;-
ENG;19140122;-;-;-;-;0;-11.4;-;-;-;-
ENG;19140123;-;-;-;-;0;-11.6;-;-;-;-
ENG;19140124;-;-;-;-;0;-3.1;-;-;-;-
ENG;19140125;-;-;-;-;0;-5.7;-;-;-;-
ENG;19140126;-;-;-;-;0;-5.6;-;-;-;-
ENG;19140127;-;-;-;-;5.6;-3.6;-;-;-;-
ENG;19140128;-;-;-;-;0;-6.6;-;-;-;-
ENG;19140129;-;-;-;-;0;-8.4;-;-;-;-
ENG;19140130;-;-;-;-;0;-5.6;-;-;-;-
ENG;19140131;-;-;-;-;0;-3.9;-;-;-;-
ENG;19140201;-;-;-;-;0;-1.5;-;-;-;-
ENG;19140202;-;-;-;-;0;-0.9;-;-;-;-
ENG;19140203;-;-;-;-;0;-1.7;-;-;-;-
ENG;19140204;-;-;-;-;0;-2.4;-;-;-;-
ENG;19140205;-;-;-;-;0;-1.7;-;-;-;-
ENG;19140206;-;-;-;-;0;-1.8;-;-;-;-
ENG;19140207;-;-;-;-;0;-1.5;-;-;-;-
ENG;19140208;-;-;-;-;0;-1;-;-;-;-
ENG;19140209;-;-;-;-;0;-1.8;-;-;-;-
ENG;19140210;-;-;-;-;0;0.4;-;-;-;-
ENG;19140211;-;-;-;-;0;0.9;-;-;-;-
ENG;19140212;-;-;-;-;2.1;2.1;-;-;-;-
ENG;19140213;-;-;-;-;0.3;1.5;-;-;-;-
ENG;19140214;-;-;-;-;6;1.5;-;-;-;-
ENG;19140215;-;-;-;-;0;4.9;-;-;-;-
ENG;19140216;-;-;-;-;0;5.2;-;-;-;-
ENG;19140217;-;-;-;-;0;4.7;-;-;-;-
ENG;19140218;-;-;-;-;5.6;5;-;-;-;-
ENG;19140219;-;-;-;-;10.3;0;-;-;-;-
ENG;19140220;-;-;-;-;0;1.4;-;-;-;-
ENG;19140221;-;-;-;-;0;3.1;-;-;-;-
ENG;19140222;-;-;-;-;35.5;8.1;-;-;-;-
ENG;19140223;-;-;-;-;13.4;0.5;-;-;-;-
ENG;19140224;-;-;-;-;0;-0.9;-;-;-;-
ENG;19140225;-;-;-;-;0.4;-0.4;-;-;-;-
ENG;19140226;-;-;-;-;1.5;-0.7;-;-;-;-
ENG;19140227;-;-;-;-;0.2;-0.5;-;-;-;-
ENG;19140228;-;-;-;-;0;0.9;-;-;-;-
ENG;19140301;-;-;-;-;0;0.4;-;-;-;-
ENG;19140302;-;-;-;-;18;-0.3;-;-;-;-
ENG;19140303;-;-;-;-;2;-3.4;-;-;-;-
ENG;19140304;-;-;-;-;9.5;-0.4;-;-;-;-
ENG;19140305;-;-;-;-;2;3.5;-;-;-;-
ENG;19140306;-;-;-;-;31.9;3.8;-;-;-;-
ENG;19140307;-;-;-;-;13.1;4.7;-;-;-;-
ENG;19140308;-;-;-;-;0;5.2;-;-;-;-
ENG;19140309;-;-;-;-;0;6.7;-;-;-;-
ENG;19140310;-;-;-;-;19.4;3.5;-;-;-;-
ENG;19140311;-;-;-;-;3.6;-2;-;-;-;-
ENG;19140312;-;-;-;-;12.8;-0.1;-;-;-;-
ENG;19140313;-;-;-;-;0.7;4.8;-;-;-;-
ENG;19140314;-;-;-;-;9.5;7.4;-;-;-;-
ENG;19140315;-;-;-;-;0;3.8;-;-;-;-
ENG;19140316;-;-;-;-;21.5;4.5;-;-;-;-
ENG;19140317;-;-;-;-;3.2;-1.1;-;-;-;-
ENG;19140318;-;-;-;-;5.5;-0.2;-;-;-;-
ENG;19140319;-;-;-;-;3.6;-1.5;-;-;-;-
ENG;19140320;-;-;-;-;6.3;3.5;-;-;-;-
ENG;19140321;-;-;-;-;5.7;0.7;-;-;-;-
ENG;19140322;-;-;-;-;1;1;-;-;-;-
ENG;19140323;-;-;-;-;1.2;0.2;-;-;-;-
ENG;19140324;-;-;-;-;2;1;-;-;-;-
ENG;19140325;-;-;-;-;5.7;3.5;-;-;-;-
ENG;19140326;-;-;-;-;12.6;1.6;-;-;-;-
ENG;19140327;-;-;-;-;9.8;0.7;-;-;-;-
ENG;19140328;-;-;-;-;0;-0.2;-;-;-;-
ENG;19140329;-;-;-;-;0;-0.5;-;-;-;-
ENG;19140330;-;-;-;-;0;4.8;-;-;-;-
ENG;19140331;-;-;-;-;0;5.4;-;-;-;-
ENG;19140401;-;-;-;-;0;6.8;-;-;-;-
ENG;19140402;-;-;-;-;0;7.7;-;-;-;-
ENG;19140403;-;-;-;-;11.7;7.6;-;-;-;-
ENG;19140404;-;-;-;-;13.8;3.4;-;-;-;-
ENG;19140405;-;-;-;-;1.1;5;-;-;-;-
ENG;19140406;-;-;-;-;5.5;8;-;-;-;-
ENG;19140407;-;-;-;-;9.9;4.7;-;-;-;-
ENG;19140408;-;-;-;-;2.6;4.6;-;-;-;-
ENG;19140409;-;-;-;-;0;2.8;-;-;-;-
ENG;19140410;-;-;-;-;0;5.9;-;-;-;-
ENG;19140411;-;-;-;-;0;8.8;-;-;-;-
ENG;19140412;-;-;-;-;0;9.5;-;-;-;-
ENG;19140413;-;-;-;-;0;11.8;-;-;-;-
ENG;19140414;-;-;-;-;8.5;12.3;-;-;-;-
ENG;19140415;-;-;-;-;2.3;1.9;-;-;-;-
ENG;19140416;-;-;-;-;0;3.4;-;-;-;-
ENG;19140417;-;-;-;-;0;4.5;-;-;-;-
ENG;19140418;-;-;-;-;0;4.2;-;-;-;-
ENG;19140419;-;-;-;-;0;6.1;-;-;-;-
ENG;19140420;-;-;-;-;0;9.4;-;-;-;-
ENG;19140421;-;-;-;-;0;8.2;-;-;-;-
ENG;19140422;-;-;-;-;0.1;9.6;-;-;-;-
ENG;19140423;-;-;-;-;0.2;10.8;-;-;-;-
ENG;19140424;-;-;-;-;0.2;9.8;-;-;-;-
ENG;19140425;-;-;-;-;4;5.8;-;-;-;-
ENG;19140426;-;-;-;-;0;5.1;-;-;-;-
ENG;19140427;-;-;-;-;0;7.4;-;-;-;-
ENG;19140428;-;-;-;-;0;9.6;-;-;-;-
ENG;19140429;-;-;-;-;0;10.1;-;-;-;-
ENG;19140430;-;-;-;-;3.9;11.3;-;-;-;-
ENG;19140501;-;-;-;-;16.7;7;-;-;-;-
ENG;19140502;-;-;-;-;0;3.7;-;-;-;-
ENG;19140503;-;-;-;-;8.6;7.6;-;-;-;-
ENG;19140504;-;-;-;-;9.2;10.8;-;-;-;-
ENG;19140505;-;-;-;-;24.4;9.8;-;-;-;-
ENG;19140506;-;-;-;-;2;7.2;-;-;-;-
ENG;19140507;-;-;-;-;3.7;8.6;-;-;-;-
ENG;19140508;-;-;-;-;4.1;9.9;-;-;-;-
ENG;19140509;-;-;-;-;36.7;3.7;-;-;-;-
ENG;19140510;-;-;-;-;7.4;1.5;-;-;-;-
ENG;19140511;-;-;-;-;1;4.7;-;-;-;-
ENG;19140512;-;-;-;-;15;5;-;-;-;-
ENG;19140513;-;-;-;-;0.2;4.8;-;-;-;-
ENG;19140514;-;-;-;-;13;5.2;-;-;-;-
ENG;19140515;-;-;-;-;3;3.8;-;-;-;-
ENG;19140516;-;-;-;-;0.1;6.2;-;-;-;-
ENG;19140517;-;-;-;-;10.6;8.1;-;-;-;-
ENG;19140518;-;-;-;-;0.1;9.4;-;-;-;-
ENG;19140519;-;-;-;-;0.4;11.1;-;-;-;-
ENG;19140520;-;-;-;-;0;12.4;-;-;-;-
ENG;19140521;-;-;-;-;0;13.8;-;-;-;-
ENG;19140522;-;-;-;-;0;14.8;-;-;-;-
ENG;19140523;-;-;-;-;2.5;15.3;-;-;-;-
ENG;19140524;-;-;-;-;9;9.9;-;-;-;-
ENG;19140525;-;-;-;-;16;8;-;-;-;-
ENG;19140526;-;-;-;-;2.4;5.2;-;-;-;-
ENG;19140527;-;-;-;-;7.2;5.2;-;-;-;-
ENG;19140528;-;-;-;-;6.2;4.4;-;-;-;-
ENG;19140529;-;-;-;-;1.5;4.8;-;-;-;-
ENG;19140530;-;-;-;-;9;8.3;-;-;-;-
ENG;19140531;-;-;-;-;8.3;7.8;-;-;-;-
ENG;19140601;-;-;-;-;0.1;10.2;-;-;-;-
ENG;19140602;-;-;-;-;9.3;11.4;-;-;-;-
ENG;19140603;-;-;-;-;0.3;10;-;-;-;-
ENG;19140604;-;-;-;-;0;12;-;-;-;-
ENG;19140605;-;-;-;-;27.5;7.9;-;-;-;-
ENG;19140606;-;-;-;-;14;2.9;-;-;-;-
ENG;19140607;-;-;-;-;1.2;8.2;-;-;-;-
ENG;19140608;-;-;-;-;28.3;4.6;-;-;-;-
ENG;19140609;-;-;-;-;14.3;2.5;-;-;-;-
ENG;19140610;-;-;-;-;0;8.3;-;-;-;-
ENG;19140611;-;-;-;-;0;11.7;-;-;-;-
ENG;19140612;-;-;-;-;2.4;12.7;-;-;-;-
ENG;19140613;-;-;-;-;0.9;11.3;-;-;-;-
ENG;19140614;-;-;-;-;4;11.2;-;-;-;-
ENG;19140615;-;-;-;-;12.4;13.5;-;-;-;-
ENG;19140616;-;-;-;-;21;9.5;-;-;-;-
ENG;19140617;-;-;-;-;3.9;12.7;-;-;-;-
ENG;19140618;-;-;-;-;8.3;11.3;-;-;-;-
ENG;19140619;-;-;-;-;3.2;12.2;-;-;-;-
ENG;19140620;-;-;-;-;0.8;12.4;-;-;-;-
ENG;19140621;-;-;-;-;2.7;13.1;-;-;-;-
ENG;19140622;-;-;-;-;9;9.2;-;-;-;-
ENG;19140623;-;-;-;-;0.8;11.1;-;-;-;-
ENG;19140624;-;-;-;-;8.1;10.1;-;-;-;-
ENG;19140625;-;-;-;-;0;13;-;-;-;-
ENG;19140626;-;-;-;-;0;13.8;-;-;-;-
ENG;19140627;-;-;-;-;0;15.6;-;-;-;-
ENG;19140628;-;-;-;-;0;16.8;-;-;-;-
ENG;19140629;-;-;-;-;0;17.1;-;-;-;-
ENG;19140630;-;-;-;-;0;17.3;-;-;-;-
ENG;19140701;-;-;-;-;10.5;17.1;-;-;-;-
ENG;19140702;-;-;-;-;0.3;16.1;-;-;-;-
ENG;19140703;-;-;-;-;18.4;15.3;-;-;-;-
ENG;19140704;-;-;-;-;12.8;10.1;-;-;-;-
ENG;19140705;-;-;-;-;0;11.8;-;-;-;-
ENG;19140706;-;-;-;-;26;12.8;-;-;-;-
ENG;19140707;-;-;-;-;21;7.8;-;-;-;-
ENG;19140708;-;-;-;-;2.5;11.3;-;-;-;-
ENG;19140709;-;-;-;-;9;12.1;-;-;-;-
ENG;19140710;-;-;-;-;0;14.7;-;-;-;-
ENG;19140711;-;-;-;-;0.1;16.6;-;-;-;-
ENG;19140712;-;-;-;-;7.2;17.8;-;-;-;-
ENG;19140713;-;-;-;-;0.3;15.3;-;-;-;-
ENG;19140714;-;-;-;-;0;17.3;-;-;-;-
ENG;19140715;-;-;-;-;19.4;16.3;-;-;-;-
ENG;19140716;-;-;-;-;21.3;10.5;-;-;-;-
ENG;19140717;-;-;-;-;2.7;9.8;-;-;-;-
ENG;19140718;-;-;-;-;0;12.4;-;-;-;-
ENG;19140719;-;-;-;-;0;13.3;-;-;-;-
ENG;19140720;-;-;-;-;0;18;-;-;-;-
ENG;19140721;-;-;-;-;0;19.4;-;-;-;-
ENG;19140722;-;-;-;-;33.7;16.8;-;-;-;-
ENG;19140723;-;-;-;-;11.8;10.8;-;-;-;-
ENG;19140724;-;-;-;-;0.1;13.8;-;-;-;-
ENG;19140725;-;-;-;-;23.6;12.7;-;-;-;-
ENG;19140726;-;-;-;-;2.7;8.9;-;-;-;-
ENG;19140727;-;-;-;-;7.3;8.1;-;-;-;-
ENG;19140728;-;-;-;-;4.5;9.8;-;-;-;-
ENG;19140729;-;-;-;-;4;8.9;-;-;-;-
ENG;19140730;-;-;-;-;1.6;10.3;-;-;-;-
ENG;19140731;-;-;-;-;0;11.8;-;-;-;-
ENG;19140801;-;-;-;-;0;13.7;-;-;-;-
ENG;19140802;-;-;-;-;1;16.4;-;-;-;-
ENG;19140803;-;-;-;-;0.5;16.9;-;-;-;-
ENG;19140804;-;-;-;-;22.2;13.7;-;-;-;-
ENG;19140805;-;-;-;-;18.6;14.5;-;-;-;-
ENG;19140806;-;-;-;-;11.7;9.9;-;-;-;-
ENG;19140807;-;-;-;-;2.8;12;-;-;-;-
ENG;19140808;-;-;-;-;0;14;-;-;-;-
ENG;19140809;-;-;-;-;0;14.5;-;-;-;-
ENG;19140810;-;-;-;-;0;16.6;-;-;-;-
ENG;19140811;-;-;-;-;0;18.2;-;-;-;-
ENG;19140812;-;-;-;-;5.3;17.3;-;-;-;-
ENG;19140813;-;-;-;-;0;18;-;-;-;-
ENG;19140814;-;-;-;-;0;18.1;-;-;-;-
ENG;19140815;-;-;-;-;20.5;14.1;-;-;-;-
ENG;19140816;-;-;-;-;17.2;12.3;-;-;-;-
ENG;19140817;-;-;-;-;10.2;11.1;-;-;-;-
ENG;19140818;-;-;-;-;5;11.4;-;-;-;-
ENG;19140819;-;-;-;-;0;12.6;-;-;-;-
ENG;19140820;-;-;-;-;0.1;13.9;-;-;-;-
ENG;19140821;-;-;-;-;11.4;11.4;-;-;-;-
ENG;19140822;-;-;-;-;1;10.4;-;-;-;-
ENG;19140823;-;-;-;-;0;11;-;-;-;-
ENG;19140824;-;-;-;-;0;12.6;-;-;-;-
ENG;19140825;-;-;-;-;2.5;14.8;-;-;-;-
ENG;19140826;-;-;-;-;1.4;14.9;-;-;-;-
ENG;19140827;-;-;-;-;61.2;10.7;-;-;-;-
ENG;19140828;-;-;-;-;0;11.1;-;-;-;-
ENG;19140829;-;-;-;-;0;14.2;-;-;-;-
ENG;19140830;-;-;-;-;0;13.6;-;-;-;-
ENG;19140831;-;-;-;-;0;15.6;-;-;-;-
ENG;19140901;-;-;-;-;0;14.8;-;-;-;-
ENG;19140902;-;-;-;-;0;15.3;-;-;-;-
ENG;19140903;-;-;-;-;0;15;-;-;-;-
ENG;19140904;-;-;-;-;0;16.1;-;-;-;-
ENG;19140905;-;-;-;-;0.7;15.2;-;-;-;-
ENG;19140906;-;-;-;-;0;13.5;-;-;-;-
ENG;19140907;-;-;-;-;0;13.4;-;-;-;-
ENG;19140908;-;-;-;-;0;15.7;-;-;-;-
ENG;19140909;-;-;-;-;2;16.4;-;-;-;-
ENG;19140910;-;-;-;-;0;12.5;-;-;-;-
ENG;19140911;-;-;-;-;17.5;13.3;-;-;-;-
ENG;19140912;-;-;-;-;24.4;9.1;-;-;-;-
ENG;19140913;-;-;-;-;9.7;11.8;-;-;-;-
ENG;19140914;-;-;-;-;5.5;10;-;-;-;-
ENG;19140915;-;-;-;-;0;12.3;-;-;-;-
ENG;19140916;-;-;-;-;1;13.7;-;-;-;-
ENG;19140917;-;-;-;-;2.8;15;-;-;-;-
ENG;19140918;-;-;-;-;0.1;11.2;-;-;-;-
ENG;19140919;-;-;-;-;20;6.7;-;-;-;-
ENG;19140920;-;-;-;-;11.5;4.4;-;-;-;-
ENG;19140921;-;-;-;-;15;2;-;-;-;-
ENG;19140922;-;-;-;-;1;4.2;-;-;-;-
ENG;19140923;-;-;-;-;0;5.3;-;-;-;-
ENG;19140924;-;-;-;-;0;6.3;-;-;-;-
ENG;19140925;-;-;-;-;0;4.8;-;-;-;-
ENG;19140926;-;-;-;-;0;4.6;-;-;-;-
ENG;19140927;-;-;-;-;0;8.4;-;-;-;-
ENG;19140928;-;-;-;-;0;9.9;-;-;-;-
ENG;19140929;-;-;-;-;4;6.1;-;-;-;-
ENG;19140930;-;-;-;-;0;3.6;-;-;-;-
ENG;19141001;-;-;-;-;0;6.8;-;-;-;-
ENG;19141002;-;-;-;-;3.8;8.9;-;-;-;-
ENG;19141003;-;-;-;-;0;7.5;-;-;-;-
ENG;19141004;-;-;-;-;6.6;7.8;-;-;-;-
ENG;19141005;-;-;-;-;1.5;6.1;-;-;-;-
ENG;19141006;-;-;-;-;16.8;5.2;-;-;-;-
ENG;19141007;-;-;-;-;0.2;5.7;-;-;-;-
ENG;19141008;-;-;-;-;0;4.2;-;-;-;-
ENG;19141009;-;-;-;-;0;4.4;-;-;-;-
ENG;19141010;-;-;-;-;9.5;6.2;-;-;-;-
ENG;19141011;-;-;-;-;0.8;2.4;-;-;-;-
ENG;19141012;-;-;-;-;0;1.8;-;-;-;-
ENG;19141013;-;-;-;-;0;4.9;-;-;-;-
ENG;19141014;-;-;-;-;0;8.3;-;-;-;-
ENG;19141015;-;-;-;-;0;8.3;-;-;-;-
ENG;19141016;-;-;-;-;0;7;-;-;-;-
ENG;19141017;-;-;-;-;0.2;6.6;-;-;-;-
ENG;19141018;-;-;-;-;1;7.6;-;-;-;-
ENG;19141019;-;-;-;-;0;6.7;-;-;-;-
ENG;19141020;-;-;-;-;0;6.3;-;-;-;-
ENG;19141021;-;-;-;-;0;5.7;-;-;-;-
ENG;19141022;-;-;-;-;0;4.6;-;-;-;-
ENG;19141023;-;-;-;-;0;7.1;-;-;-;-
ENG;19141024;-;-;-;-;0;7.5;-;-;-;-
ENG;19141025;-;-;-;-;0;6.6;-;-;-;-
ENG;19141026;-;-;-;-;1;8.5;-;-;-;-
ENG;19141027;-;-;-;-;0;5.8;-;-;-;-
ENG;19141028;-;-;-;-;16;5.8;-;-;-;-
ENG;19141029;-;-;-;-;8.7;1.7;-;-;-;-
ENG;19141030;-;-;-;-;11.6;11.8;-;-;-;-
ENG;19141031;-;-;-;-;36.8;1.5;-;-;-;-
ENG;19141101;-;-;-;-;0;6.1;-;-;-;-
ENG;19141102;-;-;-;-;0;8.5;-;-;-;-
ENG;19141103;-;-;-;-;0;7.7;-;-;-;-
ENG;19141104;-;-;-;-;0;7.7;-;-;-;-
ENG;19141105;-;-;-;-;0;6.6;-;-;-;-
ENG;19141106;-;-;-;-;0.5;4.9;-;-;-;-
ENG;19141107;-;-;-;-;0;4.1;-;-;-;-
ENG;19141108;-;-;-;-;0;4.7;-;-;-;-
ENG;19141109;-;-;-;-;0;1.1;-;-;-;-
ENG;19141110;-;-;-;-;0;1.5;-;-;-;-
ENG;19141111;-;-;-;-;5.6;2.6;-;-;-;-
ENG;19141112;-;-;-;-;14.6;0.7;-;-;-;-
ENG;19141113;-;-;-;-;0.7;1;-;-;-;-
ENG;19141114;-;-;-;-;24.5;1.5;-;-;-;-
ENG;19141115;-;-;-;-;6.7;-0.8;-;-;-;-
ENG;19141116;-;-;-;-;23.2;2.6;-;-;-;-
ENG;19141117;-;-;-;-;17.4;-1.8;-;-;-;-
ENG;19141118;-;-;-;-;4.3;-5;-;-;-;-
ENG;19141119;-;-;-;-;0;-10.5;-;-;-;-
ENG;19141120;-;-;-;-;0;-13;-;-;-;-
ENG;19141121;-;-;-;-;0;-7.1;-;-;-;-
ENG;19141122;-;-;-;-;0;-5.4;-;-;-;-
ENG;19141123;-;-;-;-;2.4;0;-;-;-;-
ENG;19141124;-;-;-;-;0.3;0.6;-;-;-;-
ENG;19141125;-;-;-;-;2;-3.7;-;-;-;-
ENG;19141126;-;-;-;-;0;-6;-;-;-;-
ENG;19141127;-;-;-;-;0;-1.2;-;-;-;-
ENG;19141128;-;-;-;-;0;-3.7;-;-;-;-
ENG;19141129;-;-;-;-;0;-2.1;-;-;-;-
ENG;19141130;-;-;-;-;0;-0.2;-;-;-;-
ENG;19141201;-;-;-;-;0;1.5;-;-;-;-
ENG;19141202;-;-;-;-;0;-0.1;-;-;-;-
ENG;19141203;-;-;-;-;0.6;1.3;-;-;-;-
ENG;19141204;-;-;-;-;0;-1.7;-;-;-;-
ENG;19141205;-;-;-;-;2;0.3;-;-;-;-
ENG;19141206;-;-;-;-;3.3;0.3;-;-;-;-
ENG;19141207;-;-;-;-;0.6;5.2;-;-;-;-
ENG;19141208;-;-;-;-;0;3;-;-;-;-
ENG;19141209;-;-;-;-;0.1;11.9;-;-;-;-
ENG;19141210;-;-;-;-;18.5;1.5;-;-;-;-
ENG;19141211;-;-;-;-;0;-1.4;-;-;-;-
ENG;19141212;-;-;-;-;0;1.2;-;-;-;-
ENG;19141213;-;-;-;-;0;2.9;-;-;-;-
ENG;19141214;-;-;-;-;0.8;1.4;-;-;-;-
ENG;19141215;-;-;-;-;0;1.9;-;-;-;-
ENG;19141216;-;-;-;-;0.5;3;-;-;-;-
ENG;19141217;-;-;-;-;0;-0.5;-;-;-;-
ENG;19141218;-;-;-;-;1.2;-1.1;-;-;-;-
ENG;19141219;-;-;-;-;0;-0.6;-;-;-;-
ENG;19141220;-;-;-;-;0;2.9;-;-;-;-
ENG;19141221;-;-;-;-;0;-1.1;-;-;-;-
ENG;19141222;-;-;-;-;0;-4.7;-;-;-;-
ENG;19141223;-;-;-;-;0;-6.1;-;-;-;-
ENG;19141224;-;-;-;-;0;-5.6;-;-;-;-
ENG;19141225;-;-;-;-;0;-4.1;-;-;-;-
ENG;19141226;-;-;-;-;0;-5.6;-;-;-;-
ENG;19141227;-;-;-;-;0;0.2;-;-;-;-
ENG;19141228;-;-;-;-;8;4.7;-;-;-;-
ENG;19141229;-;-;-;-;0.9;1.4;-;-;-;-
ENG;19141230;-;-;-;-;0;-3.7;-;-;-;-
ENG;19141231;-;-;-;-;0;1.1;-;-;-;-
ENG;19150101;-;-;-;-;0;2;-;-;-;-
ENG;19150102;-;-;-;-;0;1.4;-;-;-;-
ENG;19150103;-;-;-;-;13;1.9;-;-;-;-
ENG;19150104;-;-;-;-;1.4;-1.1;-;-;-;-
ENG;19150105;-;-;-;-;6.3;1.8;-;-;-;-
ENG;19150106;-;-;-;-;10;2.3;-;-;-;-
ENG;19150107;-;-;-;-;9.3;5.1;-;-;-;-
ENG;19150108;-;-;-;-;0;1;-;-;-;-
ENG;19150109;-;-;-;-;2.4;-0.6;-;-;-;-
ENG;19150110;-;-;-;-;4.8;-2.8;-;-;-;-
ENG;19150111;-;-;-;-;15.5;1.5;-;-;-;-
ENG;19150112;-;-;-;-;11.1;-2.1;-;-;-;-
ENG;19150113;-;-;-;-;10;-2;-;-;-;-
ENG;19150114;-;-;-;-;0.9;2.4;-;-;-;-
ENG;19150115;-;-;-;-;1.8;4;-;-;-;-
ENG;19150116;-;-;-;-;13.3;4;-;-;-;-
ENG;19150117;-;-;-;-;8;-3.5;-;-;-;-
ENG;19150118;-;-;-;-;16.8;-6;-;-;-;-
ENG;19150119;-;-;-;-;0;-11.9;-;-;-;-
ENG;19150120;-;-;-;-;0;-13.9;-;-;-;-
ENG;19150121;-;-;-;-;0;-6.7;-;-;-;-
ENG;19150122;-;-;-;-;6.8;-4.3;-;-;-;-
ENG;19150123;-;-;-;-;0.2;-4.5;-;-;-;-
ENG;19150124;-;-;-;-;2.2;-3.6;-;-;-;-
ENG;19150125;-;-;-;-;6.5;-3.3;-;-;-;-
ENG;19150126;-;-;-;-;6;-3.9;-;-;-;-
ENG;19150127;-;-;-;-;0;-6.3;-;-;-;-
ENG;19150128;-;-;-;-;0.8;-8.8;-;-;-;-
ENG;19150129;-;-;-;-;3.6;-11;-;-;-;-
ENG;19150130;-;-;-;-;3.4;-6.7;-;-;-;-
ENG;19150131;-;-;-;-;0.1;-7.4;-;-;-;-
