stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
SMA;18790703;-;-;57;958.5;0.5;16.7;72.7;-;-;-
SMA;18790704;-;-;77;959.5;21;13.1;88.7;-;-;-
SMA;18790705;-;-;90;962.2;9.2;11.1;78.3;-;-;-
SMA;18790706;-;-;100;963.7;15.2;11.5;88;-;-;-
SMA;18790707;-;-;100;962.4;3;14.6;91;-;-;-
SMA;18790708;-;-;43;957.6;17.2;19.4;75.3;-;-;-
SMA;18790709;-;-;60;957.2;4.8;13.9;79;-;-;-
SMA;18790710;-;-;77;959.3;10;11.7;86.3;-;-;-
SMA;18790711;-;-;93;963.5;5.4;10.6;92.7;-;-;-
SMA;18790712;-;-;33;962.2;0.4;15.7;81.7;-;-;-
SMA;18790713;-;-;93;956.1;8;14.9;83;-;-;-
SMA;18790714;-;-;63;957.8;9.4;13.6;87.3;-;-;-
SMA;18790715;-;-;100;959.2;7.4;12.1;82;-;-;-
SMA;18790716;-;-;53;961;1.8;14;81.7;-;-;-
SMA;18790717;-;-;50;959;7;15.1;85;-;-;-
SMA;18790718;-;-;60;961;0.5;16.7;83;-;-;-
SMA;18790719;-;-;77;961.7;11.5;17.1;86.7;-;-;-
SMA;18790720;-;-;77;958.7;8;19.7;78.7;-;-;-
SMA;18790721;-;-;43;954.2;0;14.9;68;-;-;-
SMA;18790722;-;-;90;954.8;7;13.4;70.3;-;-;-
SMA;18790723;-;-;100;962.4;5;13;90.3;-;-;-
SMA;18790724;-;-;40;968.7;0;16.5;77;-;-;-
SMA;18790725;-;-;13;966.8;0;18.2;72;-;-;-
SMA;18790726;-;-;17;962.2;10;20.4;75.7;-;-;-
SMA;18790727;-;-;70;965.4;6;15.7;84.3;-;-;-
SMA;18790728;-;-;0;969.8;0;17.5;70.3;-;-;-
SMA;18790729;-;-;0;966;0;20.1;65;-;-;-
SMA;18790730;-;-;37;964.3;0;20.5;78.3;-;-;-
SMA;18790731;-;-;17;962.5;0;22.2;75;-;-;-
SMA;18790801;-;-;23;963.1;0;24.2;71.7;-;-;-
SMA;18790802;-;-;10;963;0;25.8;70.3;-;-;-
SMA;18790803;-;-;43;962.7;0;26.1;79;-;-;-
SMA;18790804;-;-;57;964;0;23.9;73;-;-;-
SMA;18790805;-;-;23;961.6;2.2;23;73;-;-;-
SMA;18790806;-;-;93;962.7;17;16.6;94.7;-;-;-
SMA;18790807;-;-;53;964.1;0;16.7;67.7;-;-;-
SMA;18790808;-;-;53;964;0;17.7;72.7;-;-;-
SMA;18790809;-;-;100;961;12;17.2;83;-;-;-
SMA;18790810;-;-;73;964.2;0.7;14.7;92.3;-;-;-
SMA;18790811;-;-;33;962.7;0;15.9;82.3;-;-;-
SMA;18790812;-;-;10;959.7;0;17.7;69;-;-;-
SMA;18790813;-;-;13;960.2;0;19.4;78.7;-;-;-
SMA;18790814;-;-;40;962.2;0;21.1;75.3;-;-;-
SMA;18790815;-;-;40;959.8;0;21;68;-;-;-
SMA;18790816;-;-;100;957.7;5.8;17.9;87.7;-;-;-
SMA;18790817;-;-;63;960.8;0;14.6;75.7;-;-;-
SMA;18790818;-;-;100;960;8.6;13.4;80.3;-;-;-
SMA;18790819;-;-;63;961.4;1.1;16.9;84;-;-;-
SMA;18790820;-;-;7;962.5;0;20.2;77.3;-;-;-
SMA;18790821;-;-;7;959.1;0.6;22.4;80;-;-;-
SMA;18790822;-;-;93;962.2;11.8;17.7;91.3;-;-;-
SMA;18790823;-;-;63;964;2.4;19.1;85.7;-;-;-
SMA;18790824;-;-;43;964.5;0;18.8;77.7;-;-;-
SMA;18790825;-;-;43;964.3;0;18.1;73;-;-;-
SMA;18790826;-;-;60;962.1;8;14.4;86.7;-;-;-
SMA;18790827;-;-;47;962.9;0;16.3;81;-;-;-
SMA;18790828;-;-;23;961.9;0;21.1;73.7;-;-;-
SMA;18790829;-;-;10;963.5;0;20.7;78;-;-;-
SMA;18790830;-;-;43;962.3;5.8;19.7;84.7;-;-;-
SMA;18790831;-;-;87;965.1;4.2;18.2;90;-;-;-
SMA;18790901;-;-;90;971.9;0;15;79.7;-;-;-
SMA;18790902;-;-;83;972.8;0;15.6;88;-;-;-
SMA;18790903;-;-;50;969.3;0;16.7;87;-;-;-
SMA;18790904;-;-;53;963.5;0;19.5;86;-;-;-
SMA;18790905;-;-;27;958.8;0;19.7;87;-;-;-
SMA;18790906;-;-;63;956.5;5.8;18.3;87;-;-;-
SMA;18790907;-;-;43;959;0;18.6;81.7;-;-;-
SMA;18790908;-;-;33;957.5;10.2;17.3;83;-;-;-
SMA;18790909;-;-;80;961.6;31.2;9.9;92;-;-;-
SMA;18790910;-;-;83;963.6;2;10.9;89.7;-;-;-
SMA;18790911;-;-;43;965.4;0;11.8;81.3;-;-;-
SMA;18790912;-;-;63;962;0;12.2;87.7;-;-;-
SMA;18790913;-;-;27;960.7;0;15.4;79.7;-;-;-
SMA;18790914;-;-;13;960;0;16.4;85.7;-;-;-
SMA;18790915;-;-;57;958.6;0;18.2;83.7;-;-;-
SMA;18790916;-;-;33;959.2;0;17.7;86;-;-;-
SMA;18790917;-;-;77;959.1;1.8;16.1;90;-;-;-
SMA;18790918;-;-;27;961.6;0;17;82.7;-;-;-
SMA;18790919;-;-;53;964.3;0;16.4;87.3;-;-;-
SMA;18790920;-;-;73;964.2;4;15.1;91;-;-;-
SMA;18790921;-;-;60;963.5;0;15.4;88.3;-;-;-
SMA;18790922;-;-;100;960.8;4.6;12.6;91.3;-;-;-
SMA;18790923;-;-;70;960.1;0;12.7;85.3;-;-;-
SMA;18790924;-;-;47;959.2;0.5;14.6;81.7;-;-;-
SMA;18790925;-;-;100;967;52;8.6;96.3;-;-;-
SMA;18790926;-;-;100;966.6;24;5.9;94;-;-;-
SMA;18790927;-;-;100;966.3;5.2;7.1;91;-;-;-
SMA;18790928;-;-;87;967.1;0;8.7;86;-;-;-
SMA;18790929;-;-;100;967.1;0;9.5;84.7;-;-;-
SMA;18790930;-;-;47;967.1;0;9.9;87;-;-;-
SMA;18791001;-;-;47;964.9;0;9.7;93.3;-;-;-
SMA;18791002;-;-;90;964;5.4;12.7;92.3;-;-;-
SMA;18791003;-;-;63;970.4;0;11.4;85;-;-;-
SMA;18791004;-;-;53;970.5;0;9.1;90;-;-;-
SMA;18791005;-;-;63;969.6;0;11.3;87.7;-;-;-
SMA;18791006;-;-;70;970.2;0;11.6;85;-;-;-
SMA;18791007;-;-;37;970.6;0;10;87.3;-;-;-
SMA;18791008;-;-;70;971.6;0;10;87.3;-;-;-
SMA;18791009;-;-;43;970.2;0;9.9;79.7;-;-;-
SMA;18791010;-;-;70;970.5;0;8.5;86;-;-;-
SMA;18791011;-;-;37;973;0;8.5;76.3;-;-;-
SMA;18791012;-;-;30;974.9;0;8.9;84;-;-;-
SMA;18791013;-;-;87;971.9;0;8.9;88.3;-;-;-
SMA;18791014;-;-;40;964.6;0;8.4;86.3;-;-;-
SMA;18791015;-;-;100;958.5;14.6;5.5;91.3;-;-;-
SMA;18791016;-;-;97;958.8;3.4;2;91;-;-;-
SMA;18791017;-;-;67;962.1;5.6;3.5;73.7;-;-;-
SMA;18791018;-;-;70;959.1;12;4.7;91;-;-;-
SMA;18791019;-;-;83;962.4;3.6;8.6;83;-;-;-
SMA;18791020;-;-;93;949.3;32.8;9.4;89.7;-;-;-
SMA;18791021;-;-;90;956;4.4;5.9;81.7;-;-;-
SMA;18791022;-;-;63;963.4;1.6;3.8;86.7;-;-;-
SMA;18791023;-;-;40;965.2;0;4.2;87;-;-;-
SMA;18791024;-;-;43;961.5;0;3;91.3;-;-;-
SMA;18791025;-;-;70;958.3;0;6.3;89.7;-;-;-
SMA;18791026;-;-;37;962.1;0;6.9;89;-;-;-
SMA;18791027;-;-;97;966.1;0;5.5;90.3;-;-;-
SMA;18791028;-;-;100;966.6;0.2;4.8;92.3;-;-;-
SMA;18791029;-;-;100;963.5;0;5.3;89.7;-;-;-
SMA;18791030;-;-;83;964.6;0;5.7;86.3;-;-;-
SMA;18791031;-;-;100;963;0;5;91.3;-;-;-
SMA;18791101;-;-;57;960;3.8;6.2;90.7;-;-;-
SMA;18791102;-;-;100;956.5;38.6;3.2;96;-;-;-
SMA;18791103;-;-;63;965.2;0.4;1;89.3;-;-;-
SMA;18791104;-;-;60;974.5;0;1.1;84.3;-;-;-
SMA;18791105;-;-;30;976.2;0;1.8;82.7;-;-;-
SMA;18791106;-;-;63;975.5;1.4;4.2;78;-;-;-
SMA;18791107;-;-;93;974.5;4.4;4.2;91.3;-;-;-
SMA;18791108;-;-;53;979.3;0;0.5;94.3;-;-;-
SMA;18791109;-;-;33;974.8;0;-0.4;92.3;-;-;-
SMA;18791110;-;-;70;970.4;0;1;94.7;-;-;-
SMA;18791111;-;-;80;964.2;1.2;4.4;93.7;-;-;-
SMA;18791112;-;-;83;956.5;6;4.4;79.7;-;-;-
SMA;18791113;-;-;93;961;0.2;-0.2;79.3;-;-;-
SMA;18791114;-;-;100;962.8;4;-0.3;92;-;-;-
SMA;18791115;-;-;20;968.8;0;-6.2;83.3;-;-;-
SMA;18791116;-;-;93;971.5;4;-4;79.3;-;-;-
SMA;18791117;-;-;100;969;8.4;-0.2;89;-;-;-
SMA;18791118;-;-;100;964.1;19;1.9;91.7;-;-;-
SMA;18791119;-;-;97;961.7;0.5;-0.1;85.3;-;-;-
SMA;18791120;-;-;57;955.3;0;-2.3;80;-;-;-
SMA;18791121;-;-;87;961.1;0;-1.4;88;-;-;-
SMA;18791122;-;-;67;964.8;0;1;86.3;-;-;-
SMA;18791123;-;-;97;960.9;5.6;5;88;-;-;-
SMA;18791124;-;-;93;960.7;4;2.5;91;-;-;-
SMA;18791125;-;-;100;960.6;0;0.7;80;-;-;-
SMA;18791126;-;-;100;955.9;0.5;-1.6;87.7;-;-;-
SMA;18791127;-;-;93;955.9;0;-2.2;81.7;-;-;-
SMA;18791128;-;-;80;956.2;0;-5.8;78.3;-;-;-
SMA;18791129;-;-;80;952.9;0;-6.4;84;-;-;-
SMA;18791130;-;-;83;948.9;0;-5.6;81;-;-;-
SMA;18791201;-;-;100;948.7;2.7;-5.2;91.3;-;-;-
SMA;18791202;-;-;60;955.6;0.5;-8.6;84.7;-;-;-
SMA;18791203;-;-;67;955;6;-9.4;87;-;-;-
SMA;18791204;-;-;97;940.5;6.6;-6.6;91.3;-;-;-
SMA;18791205;-;-;67;945.6;1;-3.4;69.7;-;-;-
SMA;18791206;-;-;77;955.1;2.8;-5.2;78.7;-;-;-
SMA;18791207;-;-;50;971.5;0;-11.5;83.3;-;-;-
SMA;18791208;-;-;33;976.1;0;-13.2;88;-;-;-
SMA;18791209;-;-;47;975.6;0;-12.7;81.7;-;-;-
SMA;18791210;-;-;57;973.4;0;-13.9;85.7;-;-;-
SMA;18791211;-;-;50;976.6;0;-13.5;88;-;-;-
SMA;18791212;-;-;97;977.4;2.8;-5.8;92;-;-;-
SMA;18791213;-;-;57;978.5;0;-5.2;91.3;-;-;-
SMA;18791214;-;-;43;976.6;0;-8.9;90;-;-;-
SMA;18791215;-;-;60;973.8;0;-12.6;90.3;-;-;-
SMA;18791216;-;-;40;975;0;-14.8;89.7;-;-;-
SMA;18791217;-;-;73;971.1;0;-13.2;91.3;-;-;-
SMA;18791218;-;-;47;974.9;0;-12.7;92.3;-;-;-
SMA;18791219;-;-;37;975.1;0;-10.1;95.3;-;-;-
SMA;18791220;-;-;100;976;0;-7.9;99.3;-;-;-
SMA;18791221;-;-;100;977.3;0;-8.4;100;-;-;-
SMA;18791222;-;-;100;980.8;0;-9.4;100;-;-;-
SMA;18791223;-;-;73;984.1;0;-9.1;100;-;-;-
SMA;18791224;-;-;77;979.8;0;-10.2;100;-;-;-
SMA;18791225;-;-;77;978.4;0;-11.5;100;-;-;-
SMA;18791226;-;-;100;977;0;-10.9;100;-;-;-
SMA;18791227;-;-;100;978.3;0;-9.8;100;-;-;-
SMA;18791228;-;-;67;979.6;0;-9.4;100;-;-;-
SMA;18791229;-;-;83;972.1;2.6;0.1;80.3;-;-;-
SMA;18791230;-;-;60;967.6;2.3;2.9;82.7;-;-;-
SMA;18791231;-;-;93;967.2;35;3.8;82.3;-;-;-
SMA;18800101;-;-;100;970.4;12.4;5.7;85.3;-;-;-
SMA;18800102;-;-;73;975.6;0;3.2;96;-;-;-
SMA;18800103;-;-;63;977.7;0;2.8;86;-;-;-
SMA;18800104;-;-;40;976.6;0;-0.9;93.7;-;-;-
SMA;18800105;-;-;100;975.7;0;-1.6;86.3;-;-;-
SMA;18800106;-;-;100;977.3;0;-2.6;82;-;-;-
SMA;18800107;-;-;97;979.6;0;-3.3;89;-;-;-
SMA;18800108;-;-;100;977.5;0;-3.6;83.3;-;-;-
SMA;18800109;-;-;100;975.1;0;-4.9;87.7;-;-;-
SMA;18800110;-;-;100;974.2;0;-2.6;81.3;-;-;-
SMA;18800111;-;-;100;976.2;0;-2.5;74.7;-;-;-
SMA;18800112;-;-;67;977.4;0;-5.2;78.3;-;-;-
SMA;18800113;-;-;83;976.3;0;-5.4;85;-;-;-
SMA;18800114;-;-;97;966.9;5;-4.2;87.3;-;-;-
SMA;18800115;-;-;83;965.7;0.5;-3;82;-;-;-
SMA;18800116;-;-;63;963.5;3.4;-3.6;78;-;-;-
SMA;18800117;-;-;100;958.6;5;-1.5;95;-;-;-
SMA;18800118;-;-;80;958.4;0.6;-2.5;87.3;-;-;-
SMA;18800119;-;-;47;966.8;0;-11.9;80.3;-;-;-
SMA;18800120;-;-;47;975.4;0;-13.4;81.7;-;-;-
SMA;18800121;-;-;73;975.4;0;-10.5;90;-;-;-
SMA;18800122;-;-;63;968.9;0;-10.7;91;-;-;-
SMA;18800123;-;-;87;969.5;0;-8.6;86.7;-;-;-
SMA;18800124;-;-;87;971;0;-8.5;80.3;-;-;-
SMA;18800125;-;-;100;968.3;0;-9.6;81.3;-;-;-
SMA;18800126;-;-;100;969.2;0;-10;85;-;-;-
SMA;18800127;-;-;100;970.6;0;-10.4;86.3;-;-;-
SMA;18800128;-;-;47;971.9;0;-12;81.7;-;-;-
SMA;18800129;-;-;43;972.3;0;-8.3;79;-;-;-
SMA;18800130;-;-;47;971.6;0;-6.6;83;-;-;-
SMA;18800131;-;-;50;973.4;0;-6.1;85.7;-;-;-
SMA;18800201;-;-;47;973.8;0;-5.1;84.3;-;-;-
SMA;18800202;-;-;47;974.5;0;-6.1;90.7;-;-;-
SMA;18800203;-;-;47;976;0;-7;90;-;-;-
SMA;18800204;-;-;47;973.5;0;-7.5;92;-;-;-
SMA;18800205;-;-;47;969.3;0;-6.8;84;-;-;-
SMA;18800206;-;-;33;966.5;0;-6.2;83.7;-;-;-
SMA;18800207;-;-;50;962.2;0;-6.1;85.3;-;-;-
SMA;18800208;-;-;50;956.3;0;-6.6;83.7;-;-;-
SMA;18800209;-;-;47;955.8;0;0.2;76;-;-;-
SMA;18800210;-;-;90;949.7;6;1.7;82.7;-;-;-
SMA;18800211;-;-;63;953.9;0;2.2;94.7;-;-;-
SMA;18800212;-;-;70;963;3.3;2.3;93.7;-;-;-
SMA;18800213;-;-;67;968.8;0;0.7;94;-;-;-
SMA;18800214;-;-;77;966.2;0;-1.7;97.7;-;-;-
SMA;18800215;-;-;50;961.3;0;-0.6;85;-;-;-
SMA;18800216;-;-;57;951.7;0;2.1;78;-;-;-
SMA;18800217;-;-;67;947.3;3.1;6.4;79.3;-;-;-
SMA;18800218;-;-;80;956.2;0.2;5.7;83.3;-;-;-
SMA;18800219;-;-;50;959.2;0;6.8;72.7;-;-;-
SMA;18800220;-;-;63;959.4;0.3;9.2;67.7;-;-;-
SMA;18800221;-;-;33;962.6;0;7.2;68.7;-;-;-
SMA;18800222;-;-;100;955.9;16;4.3;91.3;-;-;-
SMA;18800223;-;-;100;955;26.3;1.8;96.3;-;-;-
SMA;18800224;-;-;100;959.8;5.4;1.1;97.3;-;-;-
SMA;18800225;-;-;93;969.6;0;2.2;89.7;-;-;-
SMA;18800226;-;-;60;963.1;0.8;2.2;83.7;-;-;-
SMA;18800227;-;-;73;957.3;0;2;74;-;-;-
SMA;18800228;-;-;43;956.8;0;3.1;69.3;-;-;-
SMA;18800229;-;-;30;958;0;5.2;70.7;-;-;-
SMA;18800301;-;-;13;954.9;0;5.1;76;-;-;-
SMA;18800302;-;-;37;958.8;0;6.7;56.7;-;-;-
SMA;18800303;-;-;40;959;1;9.5;49.7;-;-;-
SMA;18800304;-;-;97;962;6;9.6;79.7;-;-;-
SMA;18800305;-;-;80;969.8;0.1;10.5;77;-;-;-
SMA;18800306;-;-;10;969.5;0;9.6;83.3;-;-;-
SMA;18800307;-;-;37;968.1;0;10.7;78.7;-;-;-
SMA;18800308;-;-;50;971;0;9.4;81.7;-;-;-
SMA;18800309;-;-;37;973.8;0;7.8;85.7;-;-;-
SMA;18800310;-;-;33;972.3;0;8.9;80.7;-;-;-
SMA;18800311;-;-;23;972.8;0;10.5;72;-;-;-
SMA;18800312;-;-;7;972.8;0;8;79.3;-;-;-
SMA;18800313;-;-;67;972.3;0;3.3;71.3;-;-;-
SMA;18800314;-;-;33;968.1;1.2;7.3;74.7;-;-;-
SMA;18800315;-;-;70;966.2;1.6;6.5;93.7;-;-;-
SMA;18800316;-;-;100;963.2;16;5.7;93.3;-;-;-
SMA;18800317;-;-;73;961.7;3.4;5.9;87.7;-;-;-
SMA;18800318;-;-;3;966.8;0;4;62.7;-;-;-
SMA;18800319;-;-;0;969.4;0;3.4;71;-;-;-
SMA;18800320;-;-;23;963.9;0;6;58.3;-;-;-
SMA;18800321;-;-;53;962.3;0;3.2;70.7;-;-;-
SMA;18800322;-;-;23;963.5;0;0.9;71.3;-;-;-
SMA;18800323;-;-;3;966.7;0;3.6;65.3;-;-;-
SMA;18800324;-;-;0;968.6;0;4.9;60;-;-;-
SMA;18800325;-;-;0;966.1;0;5.9;61;-;-;-
SMA;18800326;-;-;7;962;0;7.1;63;-;-;-
SMA;18800327;-;-;10;961;0;7.7;61.3;-;-;-
SMA;18800328;-;-;27;962.2;0;8.2;60.3;-;-;-
SMA;18800329;-;-;33;958.7;0;9.2;61.3;-;-;-
SMA;18800330;-;-;43;956;0;7.9;66.7;-;-;-
SMA;18800331;-;-;30;954.6;0;7.6;67.7;-;-;-
SMA;18800401;-;-;93;954.3;3;5.4;80.7;-;-;-
SMA;18800402;-;-;73;957.3;1.4;5.9;78.3;-;-;-
SMA;18800403;-;-;97;956.1;18.4;7.2;85.7;-;-;-
SMA;18800404;-;-;87;951.1;18.8;9.1;90.7;-;-;-
SMA;18800405;-;-;60;954.1;0;7.3;70;-;-;-
SMA;18800406;-;-;67;947.2;2;5.1;79.3;-;-;-
SMA;18800407;-;-;90;947.6;17;5.2;85.7;-;-;-
SMA;18800408;-;-;100;950.3;13;4.3;95;-;-;-
SMA;18800409;-;-;100;955.2;2.4;4.3;89.7;-;-;-
SMA;18800410;-;-;97;957.2;0;4.4;77.3;-;-;-
SMA;18800411;-;-;87;955.3;0;5.4;81;-;-;-
SMA;18800412;-;-;33;956;0;6.7;83.7;-;-;-
SMA;18800413;-;-;10;959.9;0;9.1;73.7;-;-;-
SMA;18800414;-;-;53;959;0;14.1;59;-;-;-
SMA;18800415;-;-;63;957.1;0;16.4;53;-;-;-
SMA;18800416;-;-;60;957;0;14.6;55.3;-;-;-
SMA;18800417;-;-;67;956.3;20;12.7;79.3;-;-;-
SMA;18800418;-;-;100;965.5;4.6;10.3;92.7;-;-;-
SMA;18800419;-;-;33;964.1;0;11.8;81.3;-;-;-
SMA;18800420;-;-;27;960.6;0;13.8;75;-;-;-
SMA;18800421;-;-;87;966.4;0;12.3;80.3;-;-;-
SMA;18800422;-;-;37;960.7;1.8;13.5;77.3;-;-;-
SMA;18800423;-;-;100;962.1;3.8;11.2;88.7;-;-;-
SMA;18800424;-;-;40;964.1;0;12.7;83.7;-;-;-
SMA;18800425;-;-;63;959.5;24;13.5;82;-;-;-
SMA;18800426;-;-;97;952.6;4.6;10.1;89.3;-;-;-
SMA;18800427;-;-;100;952;0.8;7.8;95.3;-;-;-
SMA;18800428;-;-;100;953.5;4.6;9.3;90.7;-;-;-
SMA;18800429;-;-;100;958.5;11.2;7.6;88.3;-;-;-
SMA;18800430;-;-;100;961.5;0;4.6;88.3;-;-;-
SMA;18800501;-;-;100;960.3;0;6.6;87.3;-;-;-
SMA;18800502;-;-;67;952.3;0;9.2;84;-;-;-
SMA;18800503;-;-;30;949.6;0;11.6;78;-;-;-
SMA;18800504;-;-;57;954.6;7.6;12.1;80.7;-;-;-
SMA;18800505;-;-;50;955.4;0;13.7;73;-;-;-
SMA;18800506;-;-;37;952.1;1.6;13.9;70;-;-;-
SMA;18800507;-;-;100;953;20;9;88.7;-;-;-
SMA;18800508;-;-;100;957;9.3;3.7;93.3;-;-;-
SMA;18800509;-;-;100;959.1;1;4.6;89;-;-;-
SMA;18800510;-;-;80;956.4;0;6.5;78.7;-;-;-
SMA;18800511;-;-;67;956.2;0;8.7;79.3;-;-;-
SMA;18800512;-;-;20;954.5;0;13.7;76.3;-;-;-
SMA;18800513;-;-;63;960.2;0;12.5;84.7;-;-;-
SMA;18800514;-;-;17;960.9;0;15.1;77.7;-;-;-
SMA;18800515;-;-;33;958.4;0;17.7;68.7;-;-;-
SMA;18800516;-;-;47;957.5;15.3;15.9;76.7;-;-;-
SMA;18800517;-;-;47;957;0;15.6;73.7;-;-;-
SMA;18800518;-;-;73;956.5;0;10.1;72;-;-;-
SMA;18800519;-;-;57;961.1;0;5.3;74.7;-;-;-
SMA;18800520;-;-;20;963.6;0;8.9;63;-;-;-
SMA;18800521;-;-;67;965.3;0;12.5;69.3;-;-;-
SMA;18800522;-;-;90;961.2;6.8;13.4;71.3;-;-;-
SMA;18800523;-;-;73;964;0;11.8;78;-;-;-
SMA;18800524;-;-;3;967.7;0;15.2;72.3;-;-;-
SMA;18800525;-;-;3;968.9;0;20.1;65.7;-;-;-
SMA;18800526;-;-;0;967.4;0;22;61.7;-;-;-
SMA;18800527;-;-;10;963.6;0;21.6;60;-;-;-
SMA;18800528;-;-;73;969;8.2;15.6;76.3;-;-;-
SMA;18800529;-;-;90;972.2;1.8;9.1;82;-;-;-
SMA;18800530;-;-;83;967.5;0.7;8.6;86.7;-;-;-
SMA;18800531;-;-;77;962.6;0;9.8;78;-;-;-
SMA;18800601;-;-;77;959.7;0;12;77;-;-;-
SMA;18800602;-;-;87;958.9;0;12.5;80.7;-;-;-
SMA;18800603;-;-;37;958.9;0;14.9;69;-;-;-
SMA;18800604;-;-;77;954.5;18;12;90;-;-;-
SMA;18800605;-;-;90;957.9;9.6;9.1;87.7;-;-;-
SMA;18800606;-;-;80;964.7;5.6;9.9;79.3;-;-;-
SMA;18800607;-;-;73;963.1;0;13.9;74.3;-;-;-
SMA;18800608;-;-;53;963.1;0;15.5;72;-;-;-
SMA;18800609;-;-;37;961.3;1;16.4;70.7;-;-;-
SMA;18800610;-;-;57;959.2;0;17.2;78;-;-;-
SMA;18800611;-;-;53;955.8;6.4;17.6;74.7;-;-;-
SMA;18800612;-;-;90;960.3;20;11.9;81.7;-;-;-
SMA;18800613;-;-;100;962.2;24;11.6;95;-;-;-
SMA;18800614;-;-;43;961.9;0;16.2;80.7;-;-;-
SMA;18800615;-;-;40;959.8;0;16.9;75;-;-;-
SMA;18800616;-;-;57;961.4;0;16.7;78.7;-;-;-
SMA;18800617;-;-;60;962.7;7.8;17.9;79.3;-;-;-
SMA;18800618;-;-;37;960.5;0;18.4;74.3;-;-;-
SMA;18800619;-;-;43;955.4;0;20.3;65;-;-;-
SMA;18800620;-;-;77;953.8;1.6;17.9;75.7;-;-;-
SMA;18800621;-;-;80;955;6.1;15.8;83.7;-;-;-
SMA;18800622;-;-;53;959.4;0;15.4;71.3;-;-;-
SMA;18800623;-;-;47;959.4;1.2;17.5;66.7;-;-;-
SMA;18800624;-;-;47;960.4;0;14.6;72.3;-;-;-
SMA;18800625;-;-;50;960.4;0;17;66.3;-;-;-
SMA;18800626;-;-;70;957.7;1.5;14.5;77.7;-;-;-
SMA;18800627;-;-;60;967.7;3.6;15.1;83.7;-;-;-
SMA;18800628;-;-;37;971.6;0;18.8;68.7;-;-;-
SMA;18800629;-;-;13;964.7;0;20.4;65.3;-;-;-
SMA;18800630;-;-;37;958.8;0;22.6;65.3;-;-;-
SMA;18800701;-;-;57;959;4.6;20.8;74.3;-;-;-
SMA;18800702;-;-;47;961.7;11.2;19.5;76.7;-;-;-
SMA;18800703;-;-;93;962.4;16;17.2;92.7;-;-;-
SMA;18800704;-;-;77;962.8;8;15.1;74;-;-;-
SMA;18800705;-;-;67;967.6;0;15.4;77.7;-;-;-
SMA;18800706;-;-;13;967.4;0;17.2;71.3;-;-;-
SMA;18800707;-;-;10;961;0;20.2;65.7;-;-;-
SMA;18800708;-;-;73;959;4;16.8;86.7;-;-;-
SMA;18800709;-;-;53;960.7;1.2;18.2;82;-;-;-
SMA;18800710;-;-;73;964.4;16;15.9;85;-;-;-
SMA;18800711;-;-;53;968.1;1.6;17.7;79.3;-;-;-
SMA;18800712;-;-;37;966.8;0;20.5;76.3;-;-;-
SMA;18800713;-;-;50;966;2.4;18.7;78;-;-;-
SMA;18800714;-;-;33;964.8;0;19.6;75.3;-;-;-
SMA;18800715;-;-;3;964.5;0;22.4;68;-;-;-
SMA;18800716;-;-;3;965.1;0;23.6;66;-;-;-
SMA;18800717;-;-;10;963.8;0;25.3;61.3;-;-;-
SMA;18800718;-;-;13;964.4;0;23.2;70.7;-;-;-
SMA;18800719;-;-;20;965.7;2.6;23.7;69.3;-;-;-
SMA;18800720;-;-;53;965.9;23.2;21.5;78;-;-;-
SMA;18800721;-;-;57;963.8;11;19.2;83.7;-;-;-
SMA;18800722;-;-;70;960.5;4.4;18.5;81.3;-;-;-
SMA;18800723;-;-;33;962.9;0;17.7;74;-;-;-
SMA;18800724;-;-;13;962.2;0;19.3;72.7;-;-;-
SMA;18800725;-;-;40;961.6;6.2;21.5;70;-;-;-
SMA;18800726;-;-;20;957.9;3.1;21.6;71.3;-;-;-
SMA;18800727;-;-;70;962.2;0;17.3;75;-;-;-
SMA;18800728;-;-;10;960.7;0;19.8;64.7;-;-;-
SMA;18800729;-;-;20;957.7;4.3;23.2;67.3;-;-;-
SMA;18800730;-;-;90;959.4;10;17.6;93.3;-;-;-
SMA;18800731;-;-;70;960.1;0;16.2;72;-;-;-
SMA;18800801;-;-;80;954.9;3;15.8;78.3;-;-;-
SMA;18800802;-;-;80;953.5;16.8;14.3;84.3;-;-;-
SMA;18800803;-;-;87;956.8;3.5;12.3;87.7;-;-;-
SMA;18800804;-;-;50;961.9;0;13.7;80;-;-;-
SMA;18800805;-;-;7;959.7;0;16.7;68.3;-;-;-
SMA;18800806;-;-;67;955.9;9.2;17.7;75.3;-;-;-
SMA;18800807;-;-;77;954.3;4.3;14.2;89.7;-;-;-
SMA;18800808;-;-;50;955.7;2.6;14.1;70.3;-;-;-
SMA;18800809;-;-;60;965;0.2;13.9;75.3;-;-;-
SMA;18800810;-;-;63;970;1.4;15.7;74.3;-;-;-
SMA;18800811;-;-;53;964.1;0;15.3;75.3;-;-;-
SMA;18800812;-;-;30;960.7;0;17.2;76.3;-;-;-
SMA;18800813;-;-;100;959.7;9;16.9;89.7;-;-;-
SMA;18800814;-;-;83;958.8;0.5;18.5;89.7;-;-;-
SMA;18800815;-;-;57;959.4;0;19.3;82.7;-;-;-
SMA;18800816;-;-;63;960.1;0;18.6;85;-;-;-
