stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
SMA;19340620;-;0;100;944.9;22.1;13.8;81.7;0;11.1;17
SMA;19340621;-;0;73;950.6;0.1;14.8;68.3;342;10.5;20.3
SMA;19340622;-;0;47;951.4;0;17.9;58.3;558;12.8;28.8
SMA;19340623;-;0;23;950.6;0;20.9;62;738;12.9;29.8
SMA;19340624;-;0;70;949.6;0.8;23.5;57.3;486;16;31.1
SMA;19340625;-;0;87;951.2;19;19.1;76;312;16.5;26.3
SMA;19340626;-;0;77;954.6;5.9;16;83.7;264;14.6;22.8
SMA;19340627;-;0;37;953.9;0;18.5;63.7;606;13.7;26.2
SMA;19340628;-;0;47;946.8;28;17.2;71.7;606;12.5;28.1
SMA;19340629;-;0;100;944.2;11.6;13;94.7;18;10.1;17.8
SMA;19340630;-;0;67;945.9;5.3;17.7;76.7;444;13;25.9
SMA;19340701;-;0;37;951.8;0.4;19.4;72;564;13.3;28
SMA;19340702;-;0;7;954.8;0;19.4;63.7;858;13.4;28.1
SMA;19340703;-;0;70;954.5;0;19.1;55;504;13.3;26.4
SMA;19340704;-;0;53;952.7;0;16.2;57.3;810;10.8;23
SMA;19340705;-;0;3;950.3;0;17.8;55.3;864;10.6;26.1
SMA;19340706;-;0;3;952.5;0;19.8;53.7;852;11.5;29
SMA;19340707;-;0;10;955.2;0;20.7;52.3;858;13;30
SMA;19340708;-;0;3;955.2;0;20.6;54.3;870;13.5;29.9
SMA;19340709;-;0;3;953.3;0;21.3;53.7;834;13.2;31.4
SMA;19340710;-;0;37;950.7;0;23.2;54.3;786;14.4;33.6
SMA;19340711;-;0;47;947.4;0;24.1;61;630;17.3;33.6
SMA;19340712;-;0;100;945.1;20.5;18.7;84;240;17.1;26.4
SMA;19340713;-;0;63;946.5;8.6;18.5;72.3;402;15.5;25.4
SMA;19340714;-;0;93;949.5;2.7;17;80.7;84;15.4;22.4
SMA;19340715;-;0;100;952.8;14.4;15;86.7;0;13.9;18.6
SMA;19340716;-;0;57;956.4;0;17;79.3;366;13.3;23.5
SMA;19340717;-;0;13;954.3;0;19.2;63.7;810;12.5;27.2
SMA;19340718;-;0;20;949.3;0;21.4;68.7;606;12.9;30.8
SMA;19340719;-;0;53;948.3;0;21.4;60.7;762;16.5;28.6
SMA;19340720;-;0;33;943.9;0.5;22.5;61.3;786;15;31.3
SMA;19340721;-;0;77;944.8;12.1;19.3;78;258;16.1;28.6
SMA;19340722;-;0;53;944.7;4.6;18.4;77;444;14;28.6
SMA;19340723;-;0;93;949.3;4;16.6;78.3;114;14;19.4
SMA;19340724;-;0;97;951.9;9.9;16.5;84;162;14.4;24.4
SMA;19340725;-;0;97;953;10.3;14.6;76.3;150;12.1;19.4
SMA;19340726;-;0;40;956.3;0;18.7;61.3;804;10.5;24.9
SMA;19340727;-;0;80;952.3;1.6;18.2;66;468;16.9;24.4
SMA;19340728;-;0;23;952.1;0;17.7;62.7;762;13.9;23.5
SMA;19340729;-;0;13;951.2;0;20.1;60.3;810;13.9;28.3
SMA;19340730;-;0;7;949.3;0;21;61.3;822;14.9;30.5
SMA;19340731;-;0;67;947.1;8.6;18.8;78.3;324;14.7;28.4
SMA;19340801;-;0;60;949.3;0.3;17.1;78;282;15.5;23.5
SMA;19340802;-;0;90;945.7;15.3;18.3;73.7;84;12.9;25.4
SMA;19340803;-;0;100;942.3;38.4;15.8;88.7;6;14.6;19.6
SMA;19340804;-;0;100;944;18.2;12.9;93.7;0;12.2;19.6
SMA;19340805;-;0;70;951.7;0;15.6;70.3;390;12.4;22.9
SMA;19340806;-;0;27;946.9;0;18.5;64.3;750;10.1;28
SMA;19340807;-;0;73;943.1;0.5;15.9;74.7;270;13;22.4
SMA;19340808;-;0;87;947.2;4;16.6;82;204;13.4;24.3
SMA;19340809;-;0;93;949.1;27.6;16.7;92.3;84;14.5;21.6
SMA;19340810;-;0;83;952;0;17.7;75.7;462;14;24.5
SMA;19340811;-;0;77;950.7;2.3;18.4;67;498;15.5;25.1
SMA;19340812;-;0;97;952.2;0.3;14.5;78.7;126;13;19.4
SMA;19340813;-;0;73;947.7;0.2;14.5;60;258;12;21.6
SMA;19340814;-;0;83;947.6;21.6;12.6;79.3;174;10.8;17.1
SMA;19340815;-;0;63;953.1;4;12.9;87;288;10.6;19.9
SMA;19340816;-;0;0;955;0;15.3;75;756;7.6;24.5
SMA;19340817;-;0;3;954.7;0;17.6;72.7;768;10.4;27.8
SMA;19340818;-;0;7;953.9;0;18.3;73.3;762;12;27.4
SMA;19340819;-;0;23;953.3;0;19;75.7;588;12.6;27.4
SMA;19340820;-;0;60;951.3;0;19.5;72.3;468;13.2;28.4
SMA;19340821;-;0;50;950.5;0;20.6;68;678;14.6;29
SMA;19340822;-;0;63;949.3;0;20.9;73.3;378;16.2;28.5
SMA;19340823;-;0;50;948.5;21;19.5;77;636;10.6;31.4
SMA;19340824;-;0;67;952.2;0;17.6;65.3;312;14.8;24.1
SMA;19340825;-;0;97;950.1;1.3;16.5;76.3;138;13;21.8
SMA;19340826;-;0;100;948.3;2.4;16.7;78.7;12;13.6;19
SMA;19340827;-;0;100;946.7;12.3;14.7;91.3;0;14.1;17.4
SMA;19340828;-;0;50;946.3;0;17;82.3;366;14.5;24.6
SMA;19340829;-;0;90;945.4;7;13.3;90;24;11.2;19.1
SMA;19340830;-;0;80;947.9;1.6;14.2;80.7;540;10;21.9
SMA;19340831;-;0;100;946.6;1.2;11.3;87.3;6;11;15
SMA;19340901;-;0;93;940.6;24.2;11.9;78;138;9.5;18.4
SMA;19340902;-;0;60;947.5;0.2;10.7;77.7;198;8.8;18.6
SMA;19340903;-;0;37;954.4;0;13.4;72;612;6.1;22.9
SMA;19340904;-;0;37;955.7;0;16.2;72.7;492;9.9;25.4
SMA;19340905;-;0;53;956.3;3.8;18.2;77;504;11.1;26.6
SMA;19340906;-;0;27;955.4;0;17.7;82.3;642;12.1;26.4
SMA;19340907;-;0;10;954.9;0;19.5;80.3;678;13.4;29.1
SMA;19340908;-;0;7;950.8;0;19.7;80;642;12.6;29.5
SMA;19340909;-;0;67;949.4;45;17.9;83.3;372;13.4;28
SMA;19340910;-;0;97;954.3;25.4;12.8;95.3;0;11.6;16.8
SMA;19340911;-;0;100;953.6;0;15.6;80.7;12;11.7;17.9
SMA;19340912;-;0;67;954.4;0;15.9;81.7;12;14;20.3
SMA;19340913;-;0;67;954.8;0;14.7;94;90;12.3;20
SMA;19340914;-;0;53;953.8;0.1;17;84.3;324;12.1;24.4
SMA;19340915;-;0;40;952.2;0.1;16.7;86.7;426;13.4;24.9
SMA;19340916;-;0;77;954.9;7;17.2;83;330;13.6;25.2
SMA;19340917;-;0;47;956.6;0.1;17.3;83.3;426;14.3;24.6
SMA;19340918;-;0;37;954;0;17.3;83.3;474;12;25.8
SMA;19340919;-;0;90;950.9;14.4;14.6;87;66;12.9;18.8
SMA;19340920;-;0;60;949.3;0.2;14.7;81;450;10.5;21.4
SMA;19340921;-;0;87;952.3;0;14.2;73;222;12.5;20.6
SMA;19340922;-;0;37;953.4;0;14.3;79;606;9.9;21.9
SMA;19340923;-;0;87;950.8;1.6;15.1;79.7;72;9.5;21.6
SMA;19340924;-;0;57;949.4;0;16.9;81.3;516;12.7;24
SMA;19340925;-;0;90;953.2;0;16.6;72.3;282;13.7;22.9
SMA;19340926;-;0;37;956.3;0;15.6;79.3;468;10.4;23.5
SMA;19340927;-;0;10;959.6;0;17.4;77.7;654;12.4;26.6
SMA;19340928;-;0;43;958.5;0;16.6;83;492;11.2;25.4
SMA;19340929;-;0;37;957.5;0.1;17.3;84;606;13.3;25.3
SMA;19340930;-;0;3;958.3;0;16;80.3;606;11.3;24.9
SMA;19341001;-;0;43;954.4;0;16.7;81;492;10.4;25
SMA;19341002;-;0;47;948.6;1.1;17.4;82.3;576;11.6;25
SMA;19341003;-;0;53;943.9;0;14.9;74.7;222;12.8;22.3
SMA;19341004;-;0;87;939.9;8.5;13.7;76.7;210;11.4;19.9
SMA;19341005;-;0;53;947.5;16.1;11.2;65.7;138;7.9;15.4
SMA;19341006;-;0;97;961.7;7.6;7.7;93.3;60;6.2;11.6
SMA;19341007;-;0;33;965.6;0;9.1;83;426;4.8;16.2
SMA;19341008;-;0;67;959.8;0;9.6;83.7;354;4.3;15
SMA;19341009;-;0;93;956.2;6.3;9.4;89;90;6.3;13.7
SMA;19341010;-;0;80;961.8;0;8.3;74.7;438;6.6;14
SMA;19341011;-;0;73;962.7;0;9.1;75.7;228;3.1;15.4
SMA;19341012;-;0;17;961.9;0;10.7;66;564;4.9;18.9
SMA;19341013;-;0;93;960.5;0;12.2;73.3;54;10.2;18
SMA;19341014;-;0;100;953.1;1.4;12.1;78;12;10;15.9
SMA;19341015;-;0;97;937.7;32.2;6.2;83.7;0;0.5;12.8
SMA;19341016;-;0;100;944.5;6.1;3.4;79.3;0;1;4.2
SMA;19341017;-;0;97;948.3;9;5;74.3;138;3.1;10.1
SMA;19341018;-;0;73;951.4;0.1;4.9;78;396;2.7;11
SMA;19341019;-;0;100;954.2;0.1;6.7;78.3;0;2;9.4
SMA;19341020;-;0;80;954.5;0.1;9.4;77.3;90;6;14.9
SMA;19341021;-;0;30;953.6;0.1;6.5;83.7;420;1;13.9
SMA;19341022;-;0;47;950.4;0.1;7.5;85.3;360;3.2;14.9
SMA;19341023;-;0;87;951.1;0;8.4;86;48;3;13.4
SMA;19341024;-;0;27;954.3;0.1;9.5;83;486;5.1;17.5
SMA;19341025;-;0;43;954.1;0.1;9.4;83;300;5;16.9
SMA;19341026;-;0;30;956.7;0;10.1;83;528;4.3;18.3
SMA;19341027;-;0;30;956.2;0;10.9;72.7;468;6.7;19.1
SMA;19341028;-;0;47;952.4;0;11.8;75.3;564;6.7;19.5
SMA;19341029;-;0;100;949.1;5.3;8.6;88;0;8;11.3
SMA;19341030;-;0;83;945.7;0;8.7;79.7;54;6.7;13.5
SMA;19341031;-;0;87;940.6;7.9;7.2;77.7;48;2.6;14
SMA;19341101;-;0;93;949.6;4.2;2.4;69.7;36;1;6
SMA;19341102;-;0;7;954.8;0;1.9;65;546;-1.4;7.8
SMA;19341103;-;0;67;950.9;0;3.1;70.7;438;-1.6;9.2
SMA;19341104;-;0;13;945.4;0.1;5.4;74.3;498;1;13.4
SMA;19341105;-;0;43;939;0;4.8;86.3;30;0.5;8.6
SMA;19341106;-;0;87;933;5.3;6.9;86.3;0;3.9;8.9
SMA;19341107;-;0;63;936.1;0.4;8;75;318;4.4;14
SMA;19341108;-;0;100;943.6;11.7;3.4;90.7;0;1.8;8.4
SMA;19341109;-;0;93;942.2;0;3.6;84;204;0.4;8.5
SMA;19341110;-;0;67;934;0.9;5.4;78.7;0;3;8.5
SMA;19341111;-;0;100;937.2;0.1;5.1;89.7;30;4.4;7.2
SMA;19341112;-;0;50;935.2;0.1;4.2;87;150;2.1;10.9
SMA;19341113;-;0;100;934.5;0;2.5;91.7;0;0.9;5
SMA;19341114;-;0;100;937.1;0;2.7;87;48;1.4;6.2
SMA;19341115;-;0;100;938.9;0;4.2;85.7;30;0.8;6.4
SMA;19341116;-;0;73;942.2;0;6.7;78.7;354;0.5;11.5
SMA;19341117;-;0;63;942.7;0;6.9;76.7;210;4.6;11.5
SMA;19341118;-;0;90;950.4;0.4;4.2;87.7;186;0.7;8.3
SMA;19341119;-;0;100;954.7;0.2;5;91.7;0;4;6.1
SMA;19341120;-;0;100;957.8;0;3.6;75.3;12;2.9;5.5
SMA;19341121;-;0;90;957.2;0;1.4;72;210;-0.4;4.5
SMA;19341122;-;0;13;959.4;0;0;71.7;366;-1.9;4.7
SMA;19341123;-;0;3;959.6;0;0;78.3;396;-3.6;4.9
SMA;19341124;-;0;67;962.2;0;1;86;234;-3.1;3.4
SMA;19341125;-;0;63;965.3;0;1.5;79.3;144;-1;5.9
SMA;19341126;-;0;100;965;0;0.1;90.3;12;-2.6;2.4
SMA;19341127;-;0;100;965.9;0;0.7;90;0;-1.5;2.5
SMA;19341128;-;0;100;965;0;0.9;88;0;0.5;2.3
SMA;19341129;-;0;100;962.9;0;-0.6;96;0;-1.1;1.5
SMA;19341130;-;0;100;962.8;0;-1;92;0;-1.6;-0.1
SMA;19341201;-;0;100;961.3;0;-0.4;90.7;0;-1.1;1.4
SMA;19341202;-;0;100;953.6;4.4;2.5;85;0;-1.5;5
SMA;19341203;-;0;100;949.8;16.6;7.8;89.3;0;4.4;10.9
SMA;19341204;-;0;100;948.4;1.9;9.7;82.3;78;7.4;13.2
SMA;19341205;-;0;100;947.7;2.5;11;73;30;7.1;13.5
SMA;19341206;-;0;97;951.1;0;9.5;70.7;36;7;12.9
SMA;19341207;-;0;97;951.3;0.6;7.7;79.7;12;4.4;10.9
SMA;19341208;-;0;83;953.1;0.1;4.7;94.7;30;3.3;8.6
SMA;19341209;-;0;100;945;0.1;2.6;98.7;0;2;4.9
SMA;19341210;-;0;97;936.7;0;6.3;74.7;12;2.3;9
SMA;19341211;-;0;67;940.5;0;5;78.7;156;2.5;9.8
SMA;19341212;-;0;100;934.6;1;2.4;93.3;0;-0.5;5.4
SMA;19341213;-;0;100;934.1;0.1;1.5;98.3;0;-0.4;4
SMA;19341214;-;0;100;931.2;0.1;1.5;94.7;0;0.2;3.3
SMA;19341215;-;0;100;927.3;18.3;5.2;95;0;1.4;7.7
SMA;19341216;-;0;100;931.1;2.4;6.4;77.7;132;4;8.7
SMA;19341217;-;0;93;935.4;0;4.2;90.3;84;2.5;7.6
SMA;19341218;-;0;100;939.4;8.1;3.7;95;0;1.5;5.2
SMA;19341219;-;0;73;939.8;0.1;5.6;80.7;0;4;8.5
SMA;19341220;-;0;97;941.8;6.6;4.7;85;0;2.2;7.3
SMA;19341221;-;0;100;946.6;1.9;4.4;92.3;0;4;5.4
SMA;19341222;-;0;63;943.3;0.1;2.6;85.3;0;0.4;6.4
SMA;19341223;-;0;97;944;0;1.6;85.7;96;-0.2;4.5
SMA;19341224;-;0;93;944.6;0.1;0.7;93;0;-1.2;2.4
SMA;19341225;-;0;97;949.9;0.3;3;87;6;0.8;4.9
SMA;19341226;-;0;100;947.7;1.7;1;96.3;0;0.2;3.4
SMA;19341227;-;0;100;951.5;0.3;5.2;84.7;0;0.9;7.6
SMA;19341228;-;0;90;950.6;0;2.3;94.3;192;1.4;5.4
SMA;19341229;-;0;77;950.4;0.1;5.9;74;174;1;10.9
SMA;19341230;-;0;83;960.8;0;5.1;74;132;3.5;9.5
SMA;19341231;-;0;100;958.1;8.3;4.7;76.3;0;2.4;6.7
SMA;19350101;-;0;100;954;9.4;4.6;80.7;6;4;6.9
SMA;19350102;-;0;100;957.4;0.2;3;87.3;0;1.1;5.1
SMA;19350103;-;0;73;961.8;0;2.2;85.3;6;1;4.7
SMA;19350104;-;0;100;948.8;3.7;2.7;81;0;0.4;4.5
SMA;19350105;-;0;100;943.8;3.4;2;81;0;1.4;3.1
SMA;19350106;-;2;93;941.5;0.1;0.6;76;126;-0.8;3.9
SMA;19350107;-;0;90;947.2;1.8;-1.1;82.7;0;-1.4;0.4
SMA;19350108;-;4;93;950.7;3.1;-2.7;82.7;0;-3.9;-0.1
SMA;19350109;-;7;93;955.7;0.7;-5.2;74.7;12;-6.2;-1.7
SMA;19350110;-;7;100;962.5;0.1;-4.8;71.3;54;-6.7;-1.4
SMA;19350111;-;6;90;959.6;0;-6.5;73;228;-8.5;-1.9
SMA;19350112;-;5;77;945.1;5.2;-4.2;83;0;-8.6;-2.4
SMA;19350113;-;13;93;947.6;0.1;-1.4;71;6;-3;1.5
SMA;19350114;-;11;100;947.2;3.3;-0.6;77.7;0;-3.1;0.4
SMA;19350115;-;13;67;959.1;0;-0.5;82;0;-3.1;3.4
SMA;19350116;-;11;100;964.4;0;-2.4;80.3;0;-5.6;-0.6
SMA;19350117;-;9;93;958.8;0;-0.6;71.3;150;-4;3.4
SMA;19350118;-;8;97;957.3;0;-2;77.3;0;-4.6;1.9
SMA;19350119;-;7;50;960.9;0;-5.2;64;366;-8;-1.2
SMA;19350120;-;6;37;962.1;0;-7.5;72.7;216;-9.1;-3.2
SMA;19350121;-;6;43;959.7;0;-7.6;72.3;294;-10.5;-2.7
SMA;19350122;-;5;67;959.4;0;-4.1;68;408;-9.1;1.1
SMA;19350123;-;5;77;960.7;0.6;-1.2;69;204;-5.5;2.9
SMA;19350124;-;7;93;957.9;0;0;79;12;-1.9;3.4
SMA;19350125;-;6;100;941.7;4.9;3.2;59.7;6;-2.9;6.1
SMA;19350126;-;4;57;927.4;0;2.5;59.7;282;0.4;6.4
SMA;19350127;-;2;100;934.4;2.6;-1.1;81;0;-2.4;1.6
SMA;19350128;-;7;100;941.6;1.7;-1.4;80.3;0;-2.4;1.9
SMA;19350129;-;6;100;945.8;0.2;-2.8;75.7;0;-3.7;-1.1
SMA;19350130;-;5;47;949.7;0;-4.2;67;354;-5.9;0.6
SMA;19350131;-;5;100;951.3;4.1;-2.6;78.3;0;-6.3;-1.1
SMA;19350201;-;12;100;952;11.6;0.9;81.7;0;-1.9;1.8
SMA;19350202;-;6;100;947.1;7;4.2;72.7;0;0.9;6
SMA;19350203;-;0;90;950.8;5.3;4.7;66;0;2.9;6
SMA;19350204;-;0;100;947.1;23.5;5.2;81.7;0;4.1;7.2
SMA;19350205;-;0;100;942.4;23.7;4;84;0;3;5.4
SMA;19350206;-;0;100;939.9;0.1;1.4;86;24;-0.3;5
SMA;19350207;-;0;100;944.3;0.1;-3.8;62;0;-5.4;2
SMA;19350208;-;0;100;941.8;0.5;-5.5;65.7;6;-7.4;-3.3
SMA;19350209;-;1;100;943.2;0;-7.5;62.3;0;-8.6;-4.5
SMA;19350210;-;1;70;951.4;0.1;-8.3;61.3;36;-9.9;-5.7
SMA;19350211;-;1;97;954.9;0;-4.9;66.7;0;-10.9;-2.7
SMA;19350212;-;1;23;954.6;0;-2.8;71;462;-8;2.5
SMA;19350213;-;0;100;950.2;8.6;1.5;64.7;30;-3;4.4
SMA;19350214;-;0;97;946.2;35.8;4.6;84;0;1.4;6.9
SMA;19350215;-;0;77;954.3;14.9;6.6;58;360;1.9;9.9
SMA;19350216;-;0;67;950.7;1.4;9.9;59.3;90;3.5;12
SMA;19350217;-;0;67;955.7;0.4;6.9;59;360;5.1;11.5
SMA;19350218;-;0;37;958.9;0;3.7;71.7;552;0.4;11.4
SMA;19350219;-;0;3;954.7;0;5.4;57.3;588;-1.3;13.6
SMA;19350220;-;0;0;951.6;0;5.5;58.3;582;0.6;13.8
SMA;19350221;-;0;83;943.6;3.4;5.9;64.3;60;0.9;13
SMA;19350222;-;0;100;930.3;3.1;5;72.3;0;1.8;9.4
SMA;19350223;-;0;77;922.9;4;4.9;65.3;96;3.2;8.9
SMA;19350224;-;0;83;934.5;0.2;5;66.3;258;2.8;9
SMA;19350225;-;0;100;929.6;13.6;4.1;80;0;2.3;7.9
SMA;19350226;-;0;100;932.2;8.1;2.6;76.3;0;1.4;6
SMA;19350227;-;3;90;940.6;1;3.5;78.3;294;0.2;8
SMA;19350228;-;0;93;929.9;0.2;5.1;69.3;270;2.4;10.8
SMA;19350301;-;0;70;928.5;2;3.1;75;12;1.5;6.2
SMA;19350302;-;0;100;935.8;0.8;2.3;82.3;0;0.4;4.9
SMA;19350303;-;0;80;948.6;1.3;4.1;73.3;132;1.9;8.3
SMA;19350304;-;0;100;954.3;2.6;2.1;82.7;0;1.2;3.5
SMA;19350305;-;0;100;960.5;0.5;0.2;76;0;-0.7;2.2
SMA;19350306;-;0;100;958.2;5.3;-0.7;84.7;18;-3.1;2.4
SMA;19350307;-;9;100;959.4;1;-1.7;70;0;-4.9;2.5
SMA;19350308;-;6;77;956.9;0;-6.7;66.3;480;-8.1;0.9
SMA;19350309;-;4;3;955.6;0;-5.6;60.7;624;-11.1;-0.3
SMA;19350310;-;2;80;954.4;0;-2;63;360;-8.1;2.3
SMA;19350311;-;0;20;953.2;0;0.2;63.3;600;-4;5
SMA;19350312;-;0;10;955.3;0;0.5;69;618;-3.1;6.6
SMA;19350313;-;0;0;953.3;0;1.1;66;636;-3.6;8.4
SMA;19350314;-;0;37;951.5;0;3.9;62.7;534;-3.2;11.9
SMA;19350315;-;0;30;947.2;0;5.8;57.7;618;-0.2;14.4
SMA;19350316;-;0;17;940.6;0;7.4;54.7;576;-0.5;16.9
SMA;19350317;-;0;100;945.1;0.7;8.5;59.7;324;2.1;15.4
SMA;19350318;-;0;100;953.3;0.3;7.1;77.3;30;5.9;11.9
SMA;19350319;-;0;37;953.2;0;7.6;67.7;570;0.9;15.6
SMA;19350320;-;0;7;953.7;0;8.1;59.7;630;0.9;18.4
SMA;19350321;-;0;0;954.4;0;9.4;57.7;648;2;19.5
SMA;19350322;-;0;17;953;1.3;9.5;58.7;576;3.3;18.4
SMA;19350323;-;0;83;955.1;3;8.3;64.3;222;5.4;12.4
SMA;19350324;-;0;100;956.6;8.3;7.7;76.3;6;6.3;9.5
SMA;19350325;-;0;37;961.9;0;7.8;63.3;540;4.4;14.6
SMA;19350326;-;0;27;959.1;0;8.5;56.3;654;1.1;18.2
SMA;19350327;-;0;50;957.7;0;9.2;56.3;414;2.5;20.5
SMA;19350328;-;0;0;955.9;0;8.2;58.3;612;2.4;15
SMA;19350329;-;0;97;952.6;3.4;3.4;69.7;0;0.6;8.9
SMA;19350330;-;0;60;956.9;0;0.4;54;462;-2.6;5.9
SMA;19350331;-;0;87;952.6;2.3;1.5;68;0;-2.3;5.1
SMA;19350401;-;0;100;945.5;3.7;7.4;60.7;84;1.3;12.4
SMA;19350402;-;0;100;938.2;5;3.5;79.7;12;1.9;8
SMA;19350403;-;0;67;941.8;2.4;0.6;74;186;-1.2;6.5
SMA;19350404;-;0;67;943.9;2.9;1.6;67.3;240;-1.2;6.9
SMA;19350405;-;6;90;943.2;0;1.5;72;192;-1.3;6.9
SMA;19350406;-;0;100;946.2;0.3;5.5;60.3;0;1.4;7.4
SMA;19350407;-;0;100;945.9;1.3;7;66.7;66;3.2;12.4
SMA;19350408;-;0;100;946;18.1;9.6;66.3;84;4.9;15.3
SMA;19350409;-;0;100;950.4;5.3;12.4;70.7;0;8.5;14.1
SMA;19350410;-;0;47;948.7;0;15.1;54;684;6.4;24.8
SMA;19350411;-;0;67;950.3;0;11.6;55;276;9.4;18.4
SMA;19350412;-;0;100;940;13.1;7.1;82;18;6.1;14.1
SMA;19350413;-;0;73;946.1;3.1;6.1;78.7;252;4.7;11
SMA;19350414;-;0;77;941.1;14.4;5;80.7;114;3.5;10
SMA;19350415;-;0;67;950.9;5.5;4.8;82;210;3.4;12.3
SMA;19350416;-;0;100;942.6;18.8;6.7;77;0;0.3;11.6
SMA;19350417;-;0;100;938.7;1.1;4.9;70.7;0;3.6;7.6
SMA;19350418;-;0;97;946;1.2;6.3;66.3;132;3.7;11.4
SMA;19350419;-;0;23;949.5;0;9.4;54;714;2.7;17.7
SMA;19350420;-;0;27;943;0;12;49.7;738;2.9;21.9
SMA;19350421;-;0;17;940.1;0;13.1;46.3;654;4.7;21.9
SMA;19350422;-;0;50;944.9;0;9.9;62;228;7.9;17.5
SMA;19350423;-;0;40;942.5;0;12.8;56.3;678;5.1;21.5
SMA;19350424;-;0;97;943.8;0.4;9.4;66;138;7.3;15.9
SMA;19350425;-;0;100;943.4;21.8;7.5;73;0;6.1;9.8
SMA;19350426;-;0;100;943.8;12.1;6.8;76.3;0;4.7;8.9
SMA;19350427;-;0;100;946.1;5.7;6.8;88.7;6;4.4;9.8
SMA;19350428;-;0;87;951.8;0.7;9.9;68.3;234;5.9;16.4
SMA;19350429;-;0;87;953.6;0;9.1;62.3;42;6.4;13.9
SMA;19350430;-;0;93;950.3;0;8.7;56.7;108;4.8;14.2
SMA;19350501;-;0;70;952.4;1.2;5.6;62.7;282;3;10.4
SMA;19350502;-;0;7;955.7;0;6.2;56;798;-0.2;13.7
SMA;19350503;-;0;0;950.2;0;9.9;47.3;804;0.3;19.4
SMA;19350504;-;0;30;949.1;0;16.6;46.3;774;3.3;21.9
SMA;19350505;-;0;50;950.6;0;14.3;56.7;576;6.1;23.4
SMA;19350506;-;0;57;955.7;1.7;15.6;62.3;696;7.9;22.8
SMA;19350507;-;0;80;954.3;13.3;13.1;73.7;336;10.3;20.9
SMA;19350508;-;0;100;953.1;0.3;8.6;71.3;114;6.6;12.4
SMA;19350509;-;0;63;948.8;0;11.2;73;318;6.4;16.5
SMA;19350510;-;0;80;948.4;0;14.6;64.7;570;5.8;23
SMA;19350511;-;0;63;945.8;7.5;15.8;66.7;558;10;24.3
SMA;19350512;-;0;80;942.7;0.8;13.7;76.7;306;11.1;21.5
SMA;19350513;-;0;43;946.1;0;8.8;56.7;612;4.9;15.4
SMA;19350514;-;0;17;944.8;0;11.4;55.3;804;2.4;19.9
SMA;19350515;-;0;93;945.2;7.2;6.9;80.7;150;3.2;16.4
SMA;19350516;-;0;100;944.8;6.3;4.8;75.7;0;2.9;7.9
SMA;19350517;-;0;70;943.6;6.6;3.2;95.7;54;2.4;7.9
SMA;19350518;-;0;77;942.3;1.9;5.5;73.3;276;0.7;12.1
SMA;19350519;-;0;47;952.4;0;5.9;60.7;414;3.7;12.2
SMA;19350520;-;0;33;952.8;0;9.8;54;744;0.2;18
SMA;19350521;-;0;40;948.5;0;12.9;49.3;786;2.7;21.7
SMA;19350522;-;0;93;938.8;0;14.6;62.3;210;8;20.7
SMA;19350523;-;0;93;935.1;10.8;14.5;75;108;10.8;21.5
SMA;19350524;-;0;63;944.2;1;16.4;64.7;528;11.6;23.4
SMA;19350525;-;0;97;946.2;8.8;15.7;70.3;486;10.9;24.5
SMA;19350526;-;0;63;949.9;2.9;14;74;294;10.7;21.5
SMA;19350527;-;0;60;948.1;1.2;16;65.7;462;8.5;23.9
SMA;19350528;-;0;77;949.6;0.1;15.5;75;324;11.9;22.9
SMA;19350529;-;0;77;944.9;8.5;15.3;76;336;10.9;22.9
SMA;19350530;-;0;100;941.9;13.2;12.9;85.3;6;11;14.7
SMA;19350531;-;0;100;944.8;11.7;12.8;92;24;11.7;18
SMA;19350601;-;0;83;946.6;0.6;14.5;73;192;11.7;20.4
SMA;19350602;-;0;73;946.5;4.2;13.8;77;288;11.6;20.5
SMA;19350603;-;0;87;946.9;13.7;13.4;78.7;42;9.4;18
SMA;19350604;-;0;90;946;15.7;15.1;68.3;618;8.4;23.3
SMA;19350605;-;0;83;945.7;6.1;12.9;84.3;102;10.3;17.6
SMA;19350606;-;0;30;953;0;14.6;57;822;10.1;21.9
SMA;19350607;-;0;7;953;0;17.9;59.3;846;7.6;28
SMA;19350608;-;0;37;956.1;0;21.2;59;846;13.3;29.4
SMA;19350609;-;0;77;952.4;0;21.2;66;642;14;28.8
SMA;19350610;-;0;13;948.1;4.2;21.9;64.7;852;14;30.9
SMA;19350611;-;0;40;946.9;18.7;19;59.7;678;12.9;32.4
SMA;19350612;-;0;43;955.5;0;13.8;66.7;552;8.9;22
SMA;19350613;-;0;13;953.3;0;18.4;60.3;858;9.3;27.5
SMA;19350614;-;0;23;947.7;0;21.9;52.7;846;13.4;31.3
SMA;19350615;-;0;67;945.8;15.8;12.7;81;252;9.6;21.4
SMA;19350616;-;0;50;950.1;0;13.9;58.3;630;9.4;21.3
SMA;19350617;-;0;80;952.3;0;15.3;67.3;264;10.6;20.9
SMA;19350618;-;0;100;953.8;6.9;16.1;75.7;0;11.8;19.9
SMA;19350619;-;0;97;956.6;0;16.1;68;138;12.4;20.8
